name,code,owner,type,country,district_name,status,start_date,expiry_date,assets,geometry
PL9/22,PL9/22,Cardinal Resources Ghana Limited,Prospecting Licence (Ghanaian),GH,Nabdam,Active License,2/6/2023,2/5/2026,Gold,"POLYGON ((-0.6958333333 10.9416666667,-0.6875 10.9416666667,-0.6875 10.9375,-0.6833333333 10.9375,-0.6833333333 10.925,-0.6791666667 10.925,-0.6791666667 10.9083333333,-0.6833333333 10.9083333333,-0.6833333333 10.875,-0.6666666667 10.875,-0.6666666667 10.8708333333,-0.6708333333 10.8708333333,-0.6708333333 10.8625,-0.675 10.8625,-0.675 10.8583333333,-0.6791666667 10.8583333333,-0.6791666667 10.85,-0.6833333333 10.85,-0.6833333333 10.8416666667,-0.6875 10.8416666667,-0.6875 10.8375,-0.6916666667 10.8375,-0.6916666667 10.8291666667,-0.6958333333 10.8291666667,-0.6958333333 10.8208333333,-0.7 10.8208333333,-0.7 10.8166666667,-0.7083333333 10.8166666667,-0.7083333333 10.825,-0.7166666667 10.825,-0.7166666667 10.8291666667,-0.7208333333 10.8291666667,-0.7208333333 10.8333333333,-0.725 10.8333333333,-0.725 10.8375,-0.7375 10.8375,-0.7375 10.8333333333,-0.7416666667 10.8333333333,-0.7416666667 10.8291666667,-0.75 10.8291666667,-0.75 10.8166666667,-0.7583333333 10.8166666667,-0.7583333333 10.8083333333,-0.7625 10.8083333333,-0.7625 10.8041666667,-0.7666666667 10.8041666667,-0.7666666667 10.7916666667,-0.75 10.7916666667,-0.75 10.7875,-0.7375 10.7875,-0.7375 10.7833333333,-0.725 10.7833333333,-0.725 10.7916666667,-0.7208333333 10.7916666667,-0.7208333333 10.8,-0.7083333333 10.8,-0.7083333333 10.775,-0.6916666667 10.775,-0.6916666667 10.7708333333,-0.675 10.7708333333,-0.675 10.7791666667,-0.6708333333 10.7791666667,-0.6708333333 10.7833333333,-0.6625 10.7833333333,-0.6625 10.7875,-0.6583333333 10.7875,-0.6583333333 10.7916666667,-0.65 10.7916666667,-0.65 10.8166666667,-0.6458333333 10.8166666667,-0.6458333333 10.8333333333,-0.6416666667 10.8333333333,-0.6416666667 10.8416666667,-0.6375 10.8416666667,-0.6375 10.85,-0.6333333333 10.85,-0.6333333333 10.8583333333,-0.6291666667 10.8583333333,-0.6291666667 10.8666666667,-0.625 10.8666666667,-0.625 10.8416666667,-0.6208333333 10.8416666667,-0.6208333333 10.8208333333,-0.6166666667 10.8208333333,-0.6166666667 10.8166666667,-0.6083333333 10.8166666667,-0.6083333333 10.8125,-0.6041666667 10.8125,-0.6041666667 10.8083333333,-0.6 10.8083333333,-0.6 10.8041666667,-0.6083333333 10.8041666667,-0.6083333333 10.8,-0.6208333333 10.8,-0.6208333333 10.7958333333,-0.6333333333 10.7958333333,-0.6333333333 10.7875,-0.6416666667 10.7875,-0.6416666667 10.7833333333,-0.6541666667 10.7833333333,-0.6541666667 10.7791666667,-0.6666666667 10.7791666667,-0.6666666667 10.775,-0.6708333333 10.775,-0.6708333333 10.7666666667,-0.675 10.7666666667,-0.675 10.7625,-0.6791666667 10.7625,-0.6791666667 10.7583333333,-0.6833333333 10.7583333333,-0.6833333333 10.7541666667,-0.6875 10.7541666667,-0.6875 10.7458333333,-0.6916666667 10.7458333333,-0.6916666667 10.7416666667,-0.7083333333 10.7416666667,-0.7083333333 10.7458333333,-0.7166666667 10.7458333333,-0.7166666667 10.75,-0.7208333333 10.75,-0.7208333333 10.7541666667,-0.7291666667 10.7541666667,-0.7291666667 10.7583333333,-0.7375 10.7583333333,-0.7375 10.7666666667,-0.75 10.7666666667,-0.75 10.7708333333,-0.7583333333 10.7708333333,-0.7583333333 10.775,-0.7666666667 10.775,-0.7666666667 10.7791666667,-0.775 10.7791666667,-0.775 10.7833333333,-0.7791666667 10.7833333333,-0.7791666667 10.7875,-0.7916666667 10.7875,-0.7916666667 10.8166666667,-0.8 10.8166666667,-0.8 10.8333333333,-0.7916666667 10.8333333333,-0.7916666667 10.8458333333,-0.7833333333 10.8458333333,-0.7833333333 10.8541666667,-0.7791666667 10.8541666667,-0.7791666667 10.8583333333,-0.775 10.8583333333,-0.775 10.8625,-0.7708333333 10.8625,-0.7708333333 10.8708333333,-0.7625 10.8708333333,-0.7625 10.8791666667,-0.7583333333 10.8791666667,-0.7583333333 10.8833333333,-0.7541666667 10.8833333333,-0.7541666667 10.8875,-0.75 10.8875,-0.75 10.8916666667,-0.7458333333 10.8916666667,-0.7458333333 10.9,-0.7375 10.9,-0.7375 10.9083333333,-0.7333333333 10.9083333333,-0.7333333333 10.9125,-0.7291666667 10.9125,-0.7291666667 10.9166666667,-0.725 10.9166666667,-0.725 10.9208333333,-0.7208333333 10.9208333333,-0.7208333333 10.9291666667,-0.7 10.9291666667,-0.7 10.9375,-0.6958333333 10.9375,-0.6958333333 10.9416666667,-0.6958333333 10.9416666667))"
PL9/13,PL9/13,Cardinal Resources Ghana Limited,Prospecting Licence (Ghanaian),GH,Nabdam,Active License,2/6/2023,2/5/2026,Gold,"POLYGON ((-0.6666666667 10.875,-0.625 10.875,-0.625 10.8666666667,-0.6291666667 10.8666666667,-0.6291666667 10.8583333333,-0.6333333333 10.8583333333,-0.6333333333 10.85,-0.6375 10.85,-0.6375 10.8416666667,-0.6416666667 10.8416666667,-0.6416666667 10.8333333333,-0.6458333333 10.8333333333,-0.6458333333 10.8166666667,-0.65 10.8166666667,-0.65 10.7916666667,-0.6583333333 10.7916666667,-0.6583333333 10.7875,-0.6625 10.7875,-0.6625 10.7833333333,-0.6708333333 10.7833333333,-0.6708333333 10.7791666667,-0.675 10.7791666667,-0.675 10.7708333333,-0.6916666667 10.7708333333,-0.6916666667 10.775,-0.7083333333 10.775,-0.7083333333 10.8041666667,-0.7208333333 10.8041666667,-0.7208333333 10.7916666667,-0.725 10.7916666667,-0.725 10.7833333333,-0.7375 10.7833333333,-0.7375 10.7875,-0.75 10.7875,-0.75 10.7916666667,-0.7666666667 10.7916666667,-0.7666666667 10.8041666667,-0.7625 10.8041666667,-0.7625 10.8083333333,-0.7583333333 10.8083333333,-0.7583333333 10.8166666667,-0.75 10.8166666667,-0.75 10.8291666667,-0.7416666667 10.8291666667,-0.7416666667 10.8333333333,-0.7375 10.8333333333,-0.7375 10.8375,-0.725 10.8375,-0.725 10.8333333333,-0.7208333333 10.8333333333,-0.7208333333 10.8291666667,-0.7166666667 10.8291666667,-0.7166666667 10.825,-0.7083333333 10.825,-0.7083333333 10.8166666667,-0.7 10.8166666667,-0.7 10.8208333333,-0.6958333333 10.8208333333,-0.6958333333 10.8291666667,-0.6916666667 10.8291666667,-0.6916666667 10.8375,-0.6875 10.8375,-0.6875 10.8416666667,-0.6833333333 10.8416666667,-0.6833333333 10.85,-0.6791666667 10.85,-0.6791666667 10.8583333333,-0.675 10.8583333333,-0.675 10.8625,-0.6708333333 10.8625,-0.6708333333 10.8708333333,-0.6666666667 10.8708333333,-0.6666666667 10.875))"
PL (G)-9/829,PL (G)-9/829,Supra Natural Resources Ltd,Prospecting Licence (Ghanaian),GH,Builsa South,Active License,1/2/2025,1/1/2028,Gold,"POLYGON ((-1.4292 10.7708,-1.4208 10.7708,-1.4208 10.7625,-1.4167 10.7625,-1.4167 10.75,-1.4708 10.75,-1.4708 10.7125,-1.4875 10.7125,-1.4875 10.7,-1.5 10.7,-1.5 10.6667,-1.5208 10.6667,-1.5208 10.6167,-1.5083 10.6167,-1.5083 10.6042,-1.5125 10.6042,-1.5125 10.6083,-1.5167 10.6083,-1.5167 10.6125,-1.525 10.6125,-1.525 10.6167,-1.5292 10.6167,-1.5292 10.6667,-1.525 10.6667,-1.525 10.675,-1.5208 10.675,-1.5208 10.6875,-1.5167 10.6875,-1.5167 10.7,-1.5125 10.7,-1.5125 10.7042,-1.5083 10.7042,-1.5083 10.7125,-1.5042 10.7125,-1.5042 10.7167,-1.4917 10.7167,-1.4917 10.7208,-1.475 10.7208,-1.475 10.7583,-1.4625 10.7583,-1.4625 10.7542,-1.425 10.7542,-1.425 10.7583,-1.4292 10.7583,-1.4292 10.7708))"
QL9/22,QL9/22,Myturn Limited,Restricted Mining Lease < 25 Acres (National),GH,Builsa North,Active License,3/12/2019,3/11/2024,Granite,"POLYGON ((-1.21065277777778 10.8192916666667,-1.21044444444444 10.818975,-1.21084444444444 10.8169305555556,-1.21221388888889 10.8159472222222,-1.21295833333333 10.8166,-1.21523055555556 10.8173888888889,-1.21230833333333 10.8182833333333,-1.21065277777778 10.8192916666667))"
PL (G)-9/834,PL (G)-9/834,Supra Natural Resources Ltd,Prospecting Licence (Ghanaian),GH,Builsa North,Active License,1/2/2025,1/1/2028,Gold,"POLYGON ((-1.1292 10.7375,-1.125 10.7375,-1.125 10.6958,-1.1167 10.6958,-1.1167 10.6917,-1.1208 10.6917,-1.1208 10.6875,-1.125 10.6875,-1.125 10.6833,-1.1333 10.6833,-1.1333 10.675,-1.1375 10.675,-1.1375 10.6708,-1.15 10.6708,-1.15 10.6667,-1.1542 10.6667,-1.1542 10.6583,-1.1708 10.6583,-1.1708 10.6542,-1.1833 10.6542,-1.1833 10.65,-1.1917 10.65,-1.1917 10.6458,-1.1958 10.6458,-1.1958 10.675,-1.1833 10.675,-1.1833 10.6708,-1.175 10.6708,-1.175 10.6667,-1.1583 10.6667,-1.1583 10.6708,-1.1542 10.6708,-1.1542 10.675,-1.1458 10.675,-1.1458 10.7042,-1.1542 10.7042,-1.1542 10.7083,-1.1292 10.7083,-1.1292 10.7375))"
QL 9/31,QL 9/31,Maxx Empire Group Limited,Restricted Mining Lease >25 acres (National),GH,Binduri,Active License,12/1/2020,11/30/2025,Granite,"POLYGON ((-0.305 11.0366666667,-0.305 11.0333333333,-0.3075 11.0333333333,-0.3075 11.0366666667,-0.305 11.0366666667))"
PL10/33,PL10/33,Carlie Mining Limited,Reconnaissance Licence (Ghanaian),GH,West Gonja,Under Review,7/12/2011,7/11/2012,Gold,"POLYGON ((-2.266825 9.43356111111111,-2.19596388888889 9.43352777777778,-2.19591111111111 9.41681944444444,-2.20014444444444 9.416805555555,-2.2001 9.40429166666667,-2.20846666666667 9.40426388888889,-2.20839166666667 9.383475,-2.2126388889 9.38346388888889,-2.21258055555556 9.3668,-2.22101111111111 9.36676666666667,-2.22084444444444 9.31679166666667,-2.23348611111111 9.31673888888889,-2.23352777777778 9.30017777777778,-2.26672222222222 9.30006388888889,-2.266825 9.43356111111111,-2.266825 9.43356111111111))"
PL9/28,PL9/28,Cardinal Resources Ghana Limited,Prospecting Licence (Ghanaian),GH,West Mamprusi Municipal,Active License,2/6/2023,2/5/2026,Gold,"POLYGON ((-1.08765277777778 10.6416138888889,-0.99595 10.6417472222222,-0.99595 10.625325,-0.987680555555556 10.6252277777778,-0.987680555555556 10.6167694444444,-0.983488888888889 10.6167694444444,-0.983533333333333 10.5126527777778,-1.0459 10.5126111111111,-1.04596944444444 10.5334638888889,-1.05005555555556 10.5334611111111,-1.05005 10.5500027777778,-1.05416944444444 10.5500027777778,-1.05417222222222 10.5627694444444,-1.05860833333333 10.5627694444444,-1.0586111111 10.5710138888889,-1.06264166666667 10.5710111111111,-1.06264444444444 10.5834666666667,-1.0669 10.5834666666667,-1.06690277777778 10.6001333333333,-1.07523333333333 10.6001305555556,-1.07523888888889 10.612675,-1.07926666666667 10.6126722222222,-1.07927222222222 10.6250833333333,-1.08348333333333 10.6250833333333,-1.08348611111111 10.6333694444444,-1.08765 10.6333694444444,-1.08765277777778 10.6416138888889,-1.08765277777778 10.6416138888889))"
QL16/4,QL16/4,Daa-Dingbe Limited,Restricted Mining Lease >25 acres (National),GH,West Mamprusi Municipal,Active License,4/5/2022,4/4/2027,Granite,"POLYGON ((-0.8558333333 10.5766666667,-0.8608333333 10.5766666667,-0.8608333333 10.58,-0.8566666667 10.58,-0.8566666667 10.5783333333,-0.8558333333 10.5783333333,-0.8558333333 10.5766666667))"
QL.8/12,QL.8/12,Logistics Support Services Limited,Restricted Mining Lease < 25 Acres (National),GH,West Mamprusi Municipal,Active License,10/4/2022,10/3/2027,Granite,"POLYGON ((-0.8658333333 10.5783333333,-0.8658333333 10.5766666667,-0.865 10.5766666667,-0.865 10.575,-0.8658333333 10.575,-0.8658333333 10.5741666667,-0.8691666667 10.5741666667,-0.8691666667 10.575,-0.87 10.575,-0.87 10.5766666667,-0.8691666667 10.5766666667,-0.8691666667 10.5775,-0.8683333333 10.5775,-0.8683333333 10.5783333333,-0.8658333333 10.5783333333))"
SSMP/NER/1,SSMP/NER/1,Awudu Haruna Sunrise Company Ltd,Small Scale Mining Licence (Non-Industrial Minerals),GH,Mamprugu Moagduri,Active License,9/22/2020,9/21/2025,Gold,"POLYGON ((-1.5 10.3558333333,-1.5033333333 10.3558333333,-1.5033333333 10.3583333333,-1.5 10.3583333333,-1.5 10.3558333333,-1.5 10.3558333333))"
MC/SSMP/NR/4,MC/SSMP/NR/4,Derby Kaemon Ghana Limited,Small Scale Licence (Bolgatanga District),GH,Mamprugu Moagduri,Active License,12/29/2020,12/28/2025,Gold,"POLYGON ((-1.4958333333 10.3525,-1.4933333333 10.3525,-1.4933333333 10.3491666667,-1.4958333333 10.3491666667,-1.4958333333 10.3525))"
PL8/34,PL8/34,Emmaland Resources Limited,Restricted Prospecting License (Ghanaian),GH,Zabzugu,Active License,12/8/2011,12/7/2014,"Iron Ore,.","POLYGON ((0.4166666667 9.1916666667,0.5208333333 9.1916666667,0.4666666667 9.0,0.4166666667 9.0,0.4166666667 9.1916666667))"
PL8/34,PL8/34,Emmaland Resources Limited,Restricted Prospecting License (Ghanaian),GH,Tatale Sanguli,Active License,12/8/2011,12/7/2014,"Iron Ore,.","POLYGON ((0.4166666667 9.1916666667,0.5208333333 9.1916666667,0.4666666667 9.0,0.4166666667 9.0,0.4166666667 9.1916666667))"
MLG-GH/2,MLG-GH/2,Test Company,Mining Lease (Ghanaian),GH,Sene East,Active License,3/20/2023,3/19/2053,Gold,"POLYGON ((-0.1938888889 7.5316666667,-0.124444444445 7.5413888889,-0.1375 7.4652777778,-0.1938888889 7.5316666667))"
ML2/6,ML2/6,OneX International Company Limited,Mining Lease,GH,Bibiani-anhwiaso-bekwai Municipal,Active License,1/6/2020,1/5/2030,Gold,"POLYGON ((-2.2208333333 6.1708333333,-2.2166666667 6.1708333333,-2.2166666667 6.1458333333,-2.2375 6.1458333333,-2.2375 6.1875,-2.2333333333 6.1875,-2.2333333333 6.1916666667,-2.2208333333 6.1916666667,-2.2208333333 6.1708333333,-2.2208333333 6.1708333333))"
WR/1613,WR/1613,Maledi Enterprise,Small Scale Mining Licence (Non-Industrial Minerals),GH,Bibiani-anhwiaso-bekwai Municipal,Active License,9/16/2020,9/15/2025,Gold,"POLYGON ((-2.2625 6.3525,-2.2616666667 6.3525,-2.2616666667 6.3533333333,-2.2583333333 6.3533333333,-2.2583333333 6.3516666667,-2.26 6.3516666667,-2.26 6.3508333333,-2.2625 6.3508333333,-2.2625 6.3525,-2.2625 6.3525))"
SSMP/11/11,SSMP/11/11,Emmanuel Ofosu Enterprise,Small Scale Mining Licence (Non-Industrial Minerals),GH,Bibiani-anhwiaso-bekwai Municipal,Active License,12/18/2020,12/17/2025,Gold,"POLYGON ((-2.3241666667 6.3891666667,-2.3233333333 6.3891666667,-2.3233333333 6.3875,-2.3225 6.3875,-2.3225 6.3866666667,-2.3216666667 6.3866666667,-2.3216666667 6.385,-2.3241666667 6.385,-2.3241666667 6.3891666667,-2.3241666667 6.3891666667))"
ML2/56,ML2/56,Asante Gold Chirano Limited,Mining Lease,GH,Bibiani-anhwiaso-bekwai Municipal,Active License,12/23/2019,12/22/2034,Gold,"POLYGON ((-2.3833333333 6.3458333333,-2.3583333333 6.3458333333,-2.3583333333 6.275,-2.3666666667 6.275,-2.3666666667 6.25,-2.4041666667 6.25,-2.4041666667 6.2875,-2.4 6.2875,-2.4 6.3166666667,-2.3958333333 6.3166666667,-2.3958333333 6.3333333333,-2.3916666667 6.3333333333,-2.3916666667 6.3375,-2.3875 6.3375,-2.3875 6.3416666667,-2.3833333333 6.3416666667,-2.3833333333 6.3458333333,-2.3833333333 6.3458333333))"
SSMP/11/11,SSMP/11/11,MC Under Review,Small Scale Mining Licence (Non-Industrial Minerals),GH,Bibiani-anhwiaso-bekwai Municipal,Active License,6/27/2022,6/26/2027,Gold,"POLYGON ((-2.3241666667 6.3891666667,-2.3233333333 6.3891666667,-2.3233333333 6.3875,-2.3225 6.3875,-2.3225 6.3866666667,-2.3216666667 6.3866666667,-2.3216666667 6.385,-2.3241666667 6.385,-2.3241666667 6.3891666667,-2.3241666667 6.3891666667))"
ML2/17,ML2/17,Koantwi Mining Company Limited,Mining Lease,GH,Bibiani-anhwiaso-bekwai Municipal,Active License,9/21/2020,9/20/2032,Gold,"POLYGON ((-2.1791666667 6.2458333333,-2.1791666667 6.2625,-2.15 6.2625,-2.15 6.2791666667,-2.1291666667 6.2791666667,-2.1291666667 6.2583333333,-2.1416666667 6.2583333333,-2.1416666667 6.2458333333,-2.1791666667 6.2458333333,-2.1791666667 6.2458333333))"
ML2/169,ML2/169,Asante Gold Bibiani Limited,Mining Lease,GH,Bibiani-anhwiaso-bekwai Municipal,Active License,5/19/1997,5/18/2027,Gold,"POLYGON ((-2.32088333333333 6.4322222222,-2.35498611111111 6.43218055555556,-2.35508611111111 6.48944722222222,-2.29613333333333 6.489775,-2.29614722222222 6.49586666666667,-2.27511944444444 6.49574444444444,-2.275275 6.45315277777778,-2.29612222222222 6.45296944444444,-2.29609166666667 6.44673055555556,-2.32090555555556 6.44644166666667,-2.32088333333333 6.4322222222,-2.32088333333333 6.4322222222))"
MC7/SF8 (Awaso),MC7/SF8 (Awaso),Ghana Bauxite Company Limited,Mining Lease,GH,Bibiani-anhwiaso-bekwai Municipal,Active License,12/29/2021,12/28/2051,Bauxite,"POLYGON ((-2.318480555555 6.2665027778,-2.3032138889 6.2655527778,-2.297994444445 6.2637,-2.2932333333 6.2660638889,-2.282055555555 6.266930555555,-2.281344444445 6.268355555555,-2.278075 6.267719444445,-2.2659138889 6.2621611111,-2.2660138889 6.2607611111,-2.2715861111 6.2596472222,-2.2694361111 6.2471666667,-2.2644138889 6.2457527778,-2.2699888889 6.2320777778,-2.2715611111 6.2301222222,-2.27065 6.229230555555,-2.270625 6.2183,-2.318755555555 6.2181611111,-2.318480555555 6.2665027778))"
PL2/15 (Bibiani),PL2/15 (Bibiani),Asante Gold Bibiani Limited,Mining Lease,GH,Bibiani-anhwiaso-bekwai Municipal,Active License,5/19/1997,5/18/2027,Gold,"POLYGON ((-2.3550861111 6.4894472222,-2.2961333333 6.489775,-2.2961472222 6.4958666667,-2.275119444445 6.495744444445,-2.275275 6.4531527778,-2.2961222222 6.452969444445,-2.2960916667 6.446730555555,-2.320905555555 6.4464416667,-2.3208833333 6.4322222222,-2.3549861111 6.432180555555,-2.3550861111 6.4894472222))"
PL2/484,PL2/484,C & G Aleksa Company Limited,Mining Lease,GH,Bibiani-anhwiaso-bekwai Municipal,Active License,12/23/2016,12/22/2026,Gold,"POLYGON ((-2.2791666667 6.1333333333,-2.1875 6.1333333333,-2.1875 6.125,-2.1833333333 6.125,-2.1833333333 6.1166666667,-2.2166666667 6.1166666667,-2.2166666667 6.10515,-2.2166666667 6.1,-2.2125 6.1,-2.2125 6.0958333333,-2.2166666667 6.0958333333,-2.2166666667 6.0916666667,-2.2208333333 6.0916666667,-2.2208333333 6.0875,-2.225 6.0875,-2.225 6.0833333333,-2.2291666667 6.0833333333,-2.2291666667 6.0791666667,-2.2333333333 6.0791666667,-2.2333333333 6.075,-2.2375 6.075,-2.2375 6.05,-2.2416666667 6.05,-2.2416666667 6.0416666667,-2.2375 6.0416666667,-2.2375 6.0333333333,-2.25 6.0333333333,-2.25 6.0291666667,-2.2583333333 6.0291666667,-2.2583333333 6.0833333333,-2.2625 6.0833333333,-2.2625 6.0916666667,-2.2666666667 6.0916666667,-2.2666666667 6.1041666667,-2.2708333333 6.1041666667,-2.2708333333 6.1166666667,-2.275 6.1166666667,-2.275 6.1291666667,-2.2791666667 6.1291666667,-2.2791666667 6.1333333333,-2.2791666667 6.1333333333))"
PL2/56 TJ,PL2/56 TJ,Asante Gold Chirano Limited,Prospecting Licence (Ghanaian),GH,Bibiani-anhwiaso-bekwai Municipal,Active License,9/18/2024,9/17/2036,Gold,"POLYGON ((-2.35834444444444 6.42934722222222,-2.34175277777778 6.42950277777778,-2.3415972222 6.41260555555556,-2.34621111111111 6.41256111111111,-2.34605555555556 6.39585833333333,-2.35004722222222 6.39582222222222,-2.34985555555556 6.37497222222222,-2.35419444444444 6.374930555555,-2.35404166666667 6.35838333333333,-2.35849722222222 6.35834166666667,-2.35838055555556 6.34593888888889,-2.38353333333333 6.34570555555556,-2.38349722222222 6.34163888888889,-2.38768611111111 6.3416,-2.38764722222222 6.33764166666667,-2.39167777777778 6.33760277777778,-2.39163888888889 6.33334166666667,-2.39598888888889 6.3333,-2.3958333333 6.3166,-2.39996944444444 6.31656111111111,-2.39970555555556 6.287875,-2.40428333333333 6.28783333333333,-2.40416388888889 6.275125,-2.408575 6.27508333333333,-2.40865 6.28311388888889,-2.41257777777778 6.28307777777778,-2.41262222222222 6.28788333333333,-2.40810833333333 6.287925,-2.40822222222222 6.30001111111111,-2.40411944444444 6.30005,-2.40450277777778 6.34163611111111,-2.39996111111111 6.34167777777778,-2.4 6.34578888888889,-2.38768333333333 6.3459027778,-2.38772222222222 6.35008611111111,-2.37923333333333 6.35016388888889,-2.37931111111111 6.35854722222222,-2.37478055555556 6.35858888888889,-2.37489166666667 6.37082222222222,-2.37078611111111 6.37086111111111,-2.37086388888889 6.37927222222222,-2.366319444445 6.37931388888889,-2.36643611111111 6.39171666666667,-2.36233333333333 6.39175555555556,-2.36241111111111 6.40004444444444,-2.35818888888889 6.40008333333333,-2.35823333333333 6.40845833333333,-2.35435 6.40847777777778,-2.35443611111111 6.42489444444444,-2.35820277777778 6.42487222222222,-2.35834444444444 6.42934722222222,-2.35834444444444 6.42934722222222))"
PL2/546,PL2/546,Koantwi Mining Company Limited,Mining Lease,GH,Bibiani-anhwiaso-bekwai Municipal,Active License,3/22/2020,3/21/2032,Gold,"POLYGON ((-2.1791666667 6.2458333333,-2.1791666667 6.2625,-2.15 6.2625,-2.15 6.2791666667,-2.1291666667 6.2791666667,-2.1291666667 6.2583333333,-2.1416666667 6.2583333333,-2.1416666667 6.2458333333,-2.1791666667 6.2458333333))"
SSML-B11 1/2024,SSML-B11 1/2024,ATRONSU-AMPENKROM COMMUNITY MINING 'D' (Aramzak Company Limited),Small Scale Licence (Bibiani District),GH,Bibiani-anhwiaso-bekwai Municipal,Active License,5/3/2024,5/2/2029,Gold,"POLYGON ((-2.2925 6.2142,-2.2925 6.2133,-2.2917 6.2133,-2.2917 6.2125,-2.2908 6.2125,-2.2908 6.2117,-2.2892 6.2117,-2.2892 6.2108,-2.2933 6.2108,-2.2933 6.2142,-2.2925 6.2142))"
SSML-B11 10/2023,SSML-B11 10/2023,Gianna Mining,Small Scale Licence (Bibiani District),GH,Bibiani-anhwiaso-bekwai Municipal,Active License,12/13/2023,12/12/2028,Gold,"POLYGON ((-2.2258333333 6.23,-2.2258333333 6.2275,-2.2291666667 6.2275,-2.2291666667 6.23,-2.2258333333 6.23))"
MC/SSMP/WR/1623,MC/SSMP/WR/1623,Adupri Goldfields Enterprise,Small Scale Licence (Bibiani District),GH,Bibiani-anhwiaso-bekwai Municipal,Active License,7/6/2022,7/5/2027,Gold,"POLYGON ((-2.2633333333 6.3541666667,-2.2625 6.3541666667,-2.2625 6.355,-2.2591666667 6.355,-2.2591666667 6.3533333333,-2.2616666667 6.3533333333,-2.2616666667 6.3525,-2.2625 6.3525,-2.2625 6.3533333333,-2.2633333333 6.3533333333,-2.2633333333 6.3541666667))"
MLLAYER/222,MLLAYER/222,Koantwi Mining Company Limited,Mining Lease,GH,Bibiani-anhwiaso-bekwai Municipal,Active License,2/7/2023,2/6/2037,Gold,"POLYGON ((-2.1208 6.2792,-2.1208 6.2625,-2.1292 6.2625,-2.1292 6.2792,-2.15 6.2792,-2.15 6.2625,-2.1792 6.2625,-2.1792 6.3167,-2.1083 6.3167,-2.1083 6.2792,-2.1208 6.2792,-2.1208 6.2792))"
SSML-O6 6/2023,SSML-O6 6/2023,Abuoso Nnipankyeremia Community Mining Company Limited,Small Scale Licence (Obuasi District),GH,Bibiani-anhwiaso-bekwai Municipal,Active License,6/22/2023,6/21/2028,"Gold,Diamonds","POLYGON ((-2.1533333333 6.355,-2.1566666667 6.355,-2.1566666667 6.3575,-2.1541666667 6.3575,-2.1541666667 6.3566666667,-2.1533333333 6.3566666667,-2.1533333333 6.355))"
MLG-GH/3,MLG-GH/3,"Aoko, Stephanie",Mining Lease (Ghanaian),GH,Sene West,Active License,3/20/2024,3/19/2054,Gold,"POLYGON ((-0.640911111111111 7.86080555555556,-0.634675 7.86353333333333,-0.639938888888889 7.86606944444444,-0.640911111111111 7.86080555555556))"
SSMP/1237,SSMP/1237,Ranamoah Mining Ent,Small Scale Mining Licence (Non-Industrial Minerals),GH,Upper Denkyira East Municipal,Active License,11/9/2020,11/8/2025,Gold,"POLYGON ((-1.6166666667 5.9166666667,-1.6166666667 5.9158333333,-1.6175 5.9158333333,-1.6175 5.9125,-1.6183333333 5.9125,-1.6183333333 5.9166666667,-1.6166666667 5.9166666667,-1.6166666667 5.9166666667))"
SSMP/CR/1169,SSMP/CR/1169,YARATTI RESOURCES,Small Scale Mining Licence (Non-Industrial Minerals),GH,Upper Denkyira East Municipal,Active License,11/9/2020,11/8/2025,Gold,"POLYGON ((-1.7225 5.93,-1.7225 5.9316666667,-1.7233333333 5.9316666667,-1.7233333333 5.9333333333,-1.72 5.9333333333,-1.72 5.9316666667,-1.7208333333 5.9316666667,-1.7208333333 5.93,-1.7225 5.93,-1.7225 5.93))"
SSMP/CR/577,SSMP/CR/577,Sandymay Mining,Small Scale Mining Licence (Non-Industrial Minerals),GH,Upper Denkyira East Municipal,Active License,12/22/2020,12/21/2025,Gold,"POLYGON ((-1.68 5.9208333333,-1.6775 5.9208333333,-1.6775 5.92,-1.68 5.92,-1.68 5.9208333333,-1.68 5.9208333333))"
SSMP/3/1242,SSMP/3/1242,SD Mining Ent>,Small Scale Mining Licence (Non-Industrial Minerals),GH,Upper Denkyira East Municipal,Active License,11/9/2020,11/8/2025,Gold,"POLYGON ((-1.6216666667 5.9166666667,-1.6216666667 5.9141666667,-1.625 5.9141666667,-1.625 5.9166666667,-1.6216666667 5.9166666667,-1.6216666667 5.9166666667))"
MC/SSMP/3/1281,MC/SSMP/3/1281,1st John Mining,Small Scale Mining Licence (Non-Industrial Minerals),GH,Upper Denkyira East Municipal,Active License,11/25/2020,11/24/2025,Gold,"POLYGON ((-1.5608333333 5.9183333333,-1.5625 5.9183333333,-1.5625 5.9216666667,-1.5616666667 5.9216666667,-1.5616666667 5.9208333333,-1.5608333333 5.9208333333,-1.5608333333 5.9183333333,-1.5608333333 5.9183333333))"
CR/1021,CR/1021,2012 MiningTrad. Vent.,Small Scale Mining Licence (Non-Industrial Minerals),GH,Upper Denkyira East Municipal,Active License,11/19/2020,11/18/2025,Gold,"POLYGON ((-1.6866666667 5.92666944444444,-1.68833055555556 5.92666944444444,-1.68833055555556 5.9258333333,-1.69000277777778 5.9258333333,-1.69000277777778 5.9291666667,-1.68917222222222 5.9291666667,-1.68917222222222 5.92834166666667,-1.68749444444444 5.92834166666667,-1.68749444444444 5.92750555555556,-1.6866666667 5.92750555555556,-1.6866666667 5.92666944444444,-1.6866666667 5.92666944444444))"
