name,code,owner,type,country,district_name,status,start_date,expiry_date,assets,geometry
PL-2/805,PL-2/805,Hawanah Resources Limited,Prospecting Licence (Ghanaian),GH,Tarkwa Nsuaem,Active License,11/15/2023,11/14/2026,"Gold,.","POLYGON ((-1.8708 5.35,-1.8708 5.3667,-1.875 5.3667,-1.875 5.375,-1.8833 5.375,-1.8833 5.3792,-1.8917 5.3792,-1.8917 5.3833,-1.9 5.3833,-1.9 5.3875,-1.9083 5.3875,-1.9083 5.3917,-1.925 5.3917,-1.925 5.3833,-1.9292 5.3833,-1.9292 5.3792,-1.9333 5.3792,-1.9333 5.3708,-1.9375 5.3708,-1.9375 5.3625,-1.9417 5.3625,-1.9417 5.3417,-1.9 5.3417,-1.9 5.3292,-1.9042 5.3292,-1.9042 5.3125,-1.9083 5.3125,-1.9083 5.3,-1.8917 5.3,-1.8917 5.2958,-1.8792 5.2958,-1.8792 5.3,-1.8708 5.3,-1.8708 5.3042,-1.8667 5.3042,-1.8667 5.3125,-1.8625 5.3125,-1.8625 5.3208,-1.8667 5.3208,-1.8667 5.35,-1.8708 5.35,-1.8708 5.35))"
SSML-T2 19/2024,SSML-T2 19/2024,Small Scale Miner Association,Small Scale Licence (Tarkwa District),GH,Tarkwa Nsuaem,Active License,9/4/2024,9/3/2029,Gold,"POLYGON ((-2 5.2858333333,-2.0025 5.2858333333,-2.0025 5.2866666667,-2.0016666667 5.2866666667,-2.0016666667 5.29,-2.0008333333 5.29,-2.0008333333 5.2891666667,-2 5.2891666667,-2 5.2858333333))"
SSML-T2 7/2025,SSML-T2 7/2025,ISAAC BROTHERS LIMITED COMPANY,Small Scale Licence (Tarkwa District),GH,Tarkwa Nsuaem,Active License,1/6/2025,1/5/2030,Gold,"POLYGON ((-2.0017 4.9267,-1.9992 4.9267,-1.9992 4.925,-2.0017 4.925,-2.0017 4.9267))"
SSML-T2 9/2025,SSML-T2 9/2025,JOEKAY MINING AND TRADING LIMITED,Small Scale Licence (Tarkwa District),GH,Tarkwa Nsuaem,Active License,1/6/2025,1/5/2030,Gold,"POLYGON ((-1.9983 4.9375,-1.9958 4.9375,-1.9958 4.9358,-1.9983 4.9358,-1.9983 4.9375))"
PL9/19,PL9/19,Cardinal Resources Ghana Limited,Prospecting Licence (Ghanaian),GH,Talensi,Active License,2/6/2023,2/5/2026,Gold,"POLYGON ((-0.7883333333 10.7872222222,-0.7008333333 10.7383333333,-0.7411111111 10.673055555555,-0.7522222222 10.6772222222,-0.766944444445 10.6722222222,-0.7883333333 10.7872222222))"
UER/109,UER/109,JAYOM ENTERPRISE,Small Scale Mining Licence (Non-Industrial Minerals),GH,Talensi,Active License,11/6/2020,11/5/2025,Gold,"POLYGON ((-0.6666666667 10.6975,-0.6683333333 10.6975,-0.6683333333 10.7,-0.6666666667 10.7,-0.6666666667 10.6975,-0.6666666667 10.6975))"
SSMP/9/374,SSMP/9/374,Razan Mining,Small Scale Mining Licence (Non-Industrial Minerals),GH,Talensi,Active License,1/26/2024,1/25/2029,Gold,"POLYGON ((-0.8916666667 10.7083333333,-0.8941666667 10.7083333333,-0.8941666667 10.7116666667,-0.8916666667 10.7116666667,-0.8916666667 10.7083333333))"
SSMP/9/340,SSMP/9/340,Benabar Ghana Ltd.,Small Scale Licence (Bolgatanga District),GH,Talensi,Active License,4/7/2022,4/6/2027,"Gold,Diamonds","POLYGON ((-0.79 10.6733333333,-0.79 10.6683333333,-0.7908333333 10.6683333333,-0.7908333333 10.67,-0.7916666667 10.67,-0.7916666667 10.6716666667,-0.7925 10.6716666667,-0.7925 10.6733333333,-0.79 10.6733333333))"
SSMP/9/337,SSMP/9/337,Shiryu Ghana Ltd,Small Scale Licence (Bolgatanga District),GH,Talensi,Active License,4/7/2022,4/6/2027,"Gold,Diamonds","POLYGON ((-0.7925 10.67,-0.7925 10.6691666667,-0.7916666667 10.6691666667,-0.7916666667 10.6675,-0.7925 10.6675,-0.7925 10.6658333333,-0.7941666667 10.6658333333,-0.7941666667 10.67,-0.7925 10.67))"
SSMP/9/338,SSMP/9/338,Seiya Ghana Ltd,Small Scale Licence (Bolgatanga District),GH,Talensi,Active License,4/7/2022,4/6/2027,"Diamonds,Gold","POLYGON ((-0.7941666667 10.6725,-0.7966666667 10.6725,-0.7966666667 10.6741666667,-0.7975 10.6741666667,-0.7975 10.6758333333,-0.795 10.6758333333,-0.795 10.6741666667,-0.7941666667 10.6741666667,-0.7941666667 10.6725))"
SSMP/9/342,SSMP/9/342,Andromede Ghana Ltd,Small Scale Licence (Bolgatanga District),GH,Talensi,Active License,4/7/2022,4/6/2027,"Gold,Diamonds","POLYGON ((-0.7883333333 10.6758333333,-0.7883333333 10.6733333333,-0.7925 10.6733333333,-0.7925 10.675,-0.79 10.675,-0.79 10.6758333333,-0.7883333333 10.6758333333))"
SSMP/9/341,SSMP/9/341,Shiryu Ghana Ltd,Small Scale Licence (Bolgatanga District),GH,Talensi,Active License,4/7/2022,4/6/2027,"Diamonds,Gold","POLYGON ((-0.7983333333 10.6691666667,-0.7983333333 10.6675,-0.8008333333 10.6675,-0.8008333333 10.6691666667,-0.7983333333 10.6691666667))"
SSMP/9/339,SSMP/9/339,Seiya Ghana Ltd,Small Scale Licence (Bolgatanga District),GH,Talensi,Active License,4/7/2022,4/6/2027,"Gold,Diamonds","POLYGON ((-0.7983333333 10.6675,-0.7983333333 10.665,-0.7991666667 10.665,-0.7991666667 10.6675,-0.7983333333 10.6675))"
SSMP/9/336,SSMP/9/336,Benabar Ghana Ltd.,Small Scale Licence (Bolgatanga District),GH,Talensi,Active License,4/7/2022,4/6/2027,"Gold,Diamonds","POLYGON ((-0.7933333333 10.6725,-0.7933333333 10.6708333333,-0.7983333333 10.6708333333,-0.7983333333 10.6725,-0.7933333333 10.6725))"
ML9/1,ML9/1,Earl International Group (GH) Gold Limited,Mining Lease,GH,Talensi,Active License,7/22/2019,7/21/2033,Gold,"POLYGON ((-0.6658333333 10.718,-0.6658333333 10.6652388888889,-0.6708333333 10.6616666667,-0.68495 10.6616666667,-0.687052777777778 10.6649888888889,-0.6903 10.6660777777778,-0.690333333333333 10.718,-0.6658333333 10.718))"
PL9/29,PL9/29,Cardinal Namdini Mining Limited,Mining Lease,GH,Talensi,Active License,10/12/2016,10/11/2031,Gold,"POLYGON ((-0.6708333333 10.6616666667,-0.6416666667 10.6825,-0.6416666667 10.6166666667,-0.6708333333 10.6166666667,-0.6708333333 10.6616666667,-0.6708333333 10.6616666667))"
PL9/22,PL9/22,Cardinal Resources Ghana Limited,Prospecting Licence (Ghanaian),GH,Talensi,Active License,2/6/2023,2/5/2026,Gold,"POLYGON ((-0.6958333333 10.9416666667,-0.6875 10.9416666667,-0.6875 10.9375,-0.6833333333 10.9375,-0.6833333333 10.925,-0.6791666667 10.925,-0.6791666667 10.9083333333,-0.6833333333 10.9083333333,-0.6833333333 10.875,-0.6666666667 10.875,-0.6666666667 10.8708333333,-0.6708333333 10.8708333333,-0.6708333333 10.8625,-0.675 10.8625,-0.675 10.8583333333,-0.6791666667 10.8583333333,-0.6791666667 10.85,-0.6833333333 10.85,-0.6833333333 10.8416666667,-0.6875 10.8416666667,-0.6875 10.8375,-0.6916666667 10.8375,-0.6916666667 10.8291666667,-0.6958333333 10.8291666667,-0.6958333333 10.8208333333,-0.7 10.8208333333,-0.7 10.8166666667,-0.7083333333 10.8166666667,-0.7083333333 10.825,-0.7166666667 10.825,-0.7166666667 10.8291666667,-0.7208333333 10.8291666667,-0.7208333333 10.8333333333,-0.725 10.8333333333,-0.725 10.8375,-0.7375 10.8375,-0.7375 10.8333333333,-0.7416666667 10.8333333333,-0.7416666667 10.8291666667,-0.75 10.8291666667,-0.75 10.8166666667,-0.7583333333 10.8166666667,-0.7583333333 10.8083333333,-0.7625 10.8083333333,-0.7625 10.8041666667,-0.7666666667 10.8041666667,-0.7666666667 10.7916666667,-0.75 10.7916666667,-0.75 10.7875,-0.7375 10.7875,-0.7375 10.7833333333,-0.725 10.7833333333,-0.725 10.7916666667,-0.7208333333 10.7916666667,-0.7208333333 10.8,-0.7083333333 10.8,-0.7083333333 10.775,-0.6916666667 10.775,-0.6916666667 10.7708333333,-0.675 10.7708333333,-0.675 10.7791666667,-0.6708333333 10.7791666667,-0.6708333333 10.7833333333,-0.6625 10.7833333333,-0.6625 10.7875,-0.6583333333 10.7875,-0.6583333333 10.7916666667,-0.65 10.7916666667,-0.65 10.8166666667,-0.6458333333 10.8166666667,-0.6458333333 10.8333333333,-0.6416666667 10.8333333333,-0.6416666667 10.8416666667,-0.6375 10.8416666667,-0.6375 10.85,-0.6333333333 10.85,-0.6333333333 10.8583333333,-0.6291666667 10.8583333333,-0.6291666667 10.8666666667,-0.625 10.8666666667,-0.625 10.8416666667,-0.6208333333 10.8416666667,-0.6208333333 10.8208333333,-0.6166666667 10.8208333333,-0.6166666667 10.8166666667,-0.6083333333 10.8166666667,-0.6083333333 10.8125,-0.6041666667 10.8125,-0.6041666667 10.8083333333,-0.6 10.8083333333,-0.6 10.8041666667,-0.6083333333 10.8041666667,-0.6083333333 10.8,-0.6208333333 10.8,-0.6208333333 10.7958333333,-0.6333333333 10.7958333333,-0.6333333333 10.7875,-0.6416666667 10.7875,-0.6416666667 10.7833333333,-0.6541666667 10.7833333333,-0.6541666667 10.7791666667,-0.6666666667 10.7791666667,-0.6666666667 10.775,-0.6708333333 10.775,-0.6708333333 10.7666666667,-0.675 10.7666666667,-0.675 10.7625,-0.6791666667 10.7625,-0.6791666667 10.7583333333,-0.6833333333 10.7583333333,-0.6833333333 10.7541666667,-0.6875 10.7541666667,-0.6875 10.7458333333,-0.6916666667 10.7458333333,-0.6916666667 10.7416666667,-0.7083333333 10.7416666667,-0.7083333333 10.7458333333,-0.7166666667 10.7458333333,-0.7166666667 10.75,-0.7208333333 10.75,-0.7208333333 10.7541666667,-0.7291666667 10.7541666667,-0.7291666667 10.7583333333,-0.7375 10.7583333333,-0.7375 10.7666666667,-0.75 10.7666666667,-0.75 10.7708333333,-0.7583333333 10.7708333333,-0.7583333333 10.775,-0.7666666667 10.775,-0.7666666667 10.7791666667,-0.775 10.7791666667,-0.775 10.7833333333,-0.7791666667 10.7833333333,-0.7791666667 10.7875,-0.7916666667 10.7875,-0.7916666667 10.8166666667,-0.8 10.8166666667,-0.8 10.8333333333,-0.7916666667 10.8333333333,-0.7916666667 10.8458333333,-0.7833333333 10.8458333333,-0.7833333333 10.8541666667,-0.7791666667 10.8541666667,-0.7791666667 10.8583333333,-0.775 10.8583333333,-0.775 10.8625,-0.7708333333 10.8625,-0.7708333333 10.8708333333,-0.7625 10.8708333333,-0.7625 10.8791666667,-0.7583333333 10.8791666667,-0.7583333333 10.8833333333,-0.7541666667 10.8833333333,-0.7541666667 10.8875,-0.75 10.8875,-0.75 10.8916666667,-0.7458333333 10.8916666667,-0.7458333333 10.9,-0.7375 10.9,-0.7375 10.9083333333,-0.7333333333 10.9083333333,-0.7333333333 10.9125,-0.7291666667 10.9125,-0.7291666667 10.9166666667,-0.725 10.9166666667,-0.725 10.9208333333,-0.7208333333 10.9208333333,-0.7208333333 10.9291666667,-0.7 10.9291666667,-0.7 10.9375,-0.6958333333 10.9375,-0.6958333333 10.9416666667,-0.6958333333 10.9416666667))"
MC./SSMP/9/322,MC./SSMP/9/322,Pico Natural Resources,Small Scale Licence (Bolgatanga District),GH,Talensi,Active License,7/6/2022,7/5/2027,"Gold,Diamonds","POLYGON ((-0.6975 10.6941666667,-0.7008333333 10.6941666667,-0.7008333333 10.6966666667,-0.6975 10.6966666667,-0.6975 10.6941666667))"
MC./SSMP/9/317,MC./SSMP/9/317,Kian Natural Resources,Small Scale Licence (Bolgatanga District),GH,Talensi,Active License,7/18/2022,7/17/2027,"Diamonds,Gold","POLYGON ((-0.6908333333 10.7091666667,-0.6908333333 10.7058333333,-0.6933333333 10.7058333333,-0.6933333333 10.7091666667,-0.6908333333 10.7091666667))"
MC/SSMP/9/319,MC/SSMP/9/319,Chee Mines,Small Scale Licence (Bolgatanga District),GH,Talensi,Active License,7/18/2022,7/17/2027,"Gold,Diamonds","POLYGON ((-0.7 10.7025,-0.7 10.7008333333,-0.7008333333 10.7008333333,-0.7008333333 10.7,-0.7016666667 10.7,-0.7016666667 10.6991666667,-0.7033333333 10.6991666667,-0.7033333333 10.7016666667,-0.7025 10.7016666667,-0.7025 10.7025,-0.7 10.7025))"
SSMP/9/333,SSMP/9/333,Kian Natural Resources,Small Scale Licence (Bolgatanga District),GH,Talensi,Active License,7/18/2022,7/17/2027,"Diamonds,Gold","POLYGON ((-0.6941666667 10.7091666667,-0.6941666667 10.7058333333,-0.6966666667 10.7058333333,-0.6966666667 10.7091666667,-0.6941666667 10.7091666667))"
MC/SSMP/9/323,MC/SSMP/9/323,Ania Mines,Small Scale Licence (Bolgatanga District),GH,Talensi,Active License,7/18/2022,7/17/2027,"Gold,Diamonds","POLYGON ((-0.7066666667 10.7016666667,-0.7066666667 10.6991666667,-0.71 10.6991666667,-0.71 10.7016666667,-0.7066666667 10.7016666667))"
SSMP/9/327,SSMP/9/327,Zer Mines,Small Scale Licence (Bolgatanga District),GH,Talensi,Active License,7/18/2022,7/17/2027,"Diamonds,Gold","POLYGON ((-0.7041666667 10.6925,-0.7075 10.6925,-0.7075 10.695,-0.7041666667 10.695,-0.7041666667 10.6925))"
SSMP/9/331,SSMP/9/331,Tasnim Resources,Small Scale Licence (Bolgatanga District),GH,Talensi,Active License,7/18/2022,7/17/2027,"Gold,Diamonds","POLYGON ((-0.6975 10.6966666667,-0.7008333333 10.6966666667,-0.7008333333 10.6975,-0.7 10.6975,-0.7 10.6991666667,-0.6991666667 10.6991666667,-0.6991666667 10.7,-0.6975 10.7,-0.6975 10.6966666667))"
SSML-BT9 5/2024,SSML-BT9 5/2024,Zer Mines,Small Scale Licence (Bolgatanga District),GH,Talensi,Active License,1/26/2024,1/25/2029,Gold,"POLYGON ((-0.7075 10.6925,-0.7108333333 10.6925,-0.7108333333 10.695,-0.7075 10.695,-0.7075 10.6925))"
MC/SSMP/9/324,MC/SSMP/9/324,Aduku Natural Resources,Small Scale Licence (Bolgatanga District),GH,Talensi,Active License,5/3/2024,5/2/2029,Gold,"POLYGON ((-0.6933333333 10.6975,-0.6933333333 10.7,-0.6908333333 10.7,-0.6908333333 10.6975,-0.6933333333 10.6975))"
SSML-BT9 4/2024,SSML-BT9 4/2024,Ania Mines,Small Scale Licence (Bolgatanga District),GH,Talensi,Active License,1/26/2024,1/25/2029,Gold,"POLYGON ((-0.7108333333 10.7008333333,-0.71 10.7008333333,-0.71 10.6991666667,-0.7083333333 10.6991666667,-0.7083333333 10.6983333333,-0.71 10.6983333333,-0.71 10.6975,-0.7108333333 10.6975,-0.7108333333 10.7008333333))"
PL9/13,PL9/13,Cardinal Resources Ghana Limited,Prospecting Licence (Ghanaian),GH,Talensi,Active License,2/6/2023,2/5/2026,Gold,"POLYGON ((-0.6666666667 10.875,-0.625 10.875,-0.625 10.8666666667,-0.6291666667 10.8666666667,-0.6291666667 10.8583333333,-0.6333333333 10.8583333333,-0.6333333333 10.85,-0.6375 10.85,-0.6375 10.8416666667,-0.6416666667 10.8416666667,-0.6416666667 10.8333333333,-0.6458333333 10.8333333333,-0.6458333333 10.8166666667,-0.65 10.8166666667,-0.65 10.7916666667,-0.6583333333 10.7916666667,-0.6583333333 10.7875,-0.6625 10.7875,-0.6625 10.7833333333,-0.6708333333 10.7833333333,-0.6708333333 10.7791666667,-0.675 10.7791666667,-0.675 10.7708333333,-0.6916666667 10.7708333333,-0.6916666667 10.775,-0.7083333333 10.775,-0.7083333333 10.8041666667,-0.7208333333 10.8041666667,-0.7208333333 10.7916666667,-0.725 10.7916666667,-0.725 10.7833333333,-0.7375 10.7833333333,-0.7375 10.7875,-0.75 10.7875,-0.75 10.7916666667,-0.7666666667 10.7916666667,-0.7666666667 10.8041666667,-0.7625 10.8041666667,-0.7625 10.8083333333,-0.7583333333 10.8083333333,-0.7583333333 10.8166666667,-0.75 10.8166666667,-0.75 10.8291666667,-0.7416666667 10.8291666667,-0.7416666667 10.8333333333,-0.7375 10.8333333333,-0.7375 10.8375,-0.725 10.8375,-0.725 10.8333333333,-0.7208333333 10.8333333333,-0.7208333333 10.8291666667,-0.7166666667 10.8291666667,-0.7166666667 10.825,-0.7083333333 10.825,-0.7083333333 10.8166666667,-0.7 10.8166666667,-0.7 10.8208333333,-0.6958333333 10.8208333333,-0.6958333333 10.8291666667,-0.6916666667 10.8291666667,-0.6916666667 10.8375,-0.6875 10.8375,-0.6875 10.8416666667,-0.6833333333 10.8416666667,-0.6833333333 10.85,-0.6791666667 10.85,-0.6791666667 10.8583333333,-0.675 10.8583333333,-0.675 10.8625,-0.6708333333 10.8625,-0.6708333333 10.8708333333,-0.6666666667 10.8708333333,-0.6666666667 10.875))"
RL2/191,RL2/191,China  Zinzheng Ghana  Friendliness Development Company Ltd,Mining Lease,GH,Sefwi Akontombra,Active License,8/13/2018,8/12/2033,Gold Ore,"POLYGON ((-3 6.175,-2.9708333333 6.175,-2.9708333333 6.1958333333,-2.9625 6.1958333333,-2.9625 6.1916666667,-2.9458333333 6.1916666667,-2.9458333333 6.1791666667,-2.9333333333 6.1791666667,-2.9333333333 6.1875,-2.9166666667 6.1875,-2.9166666667 6.1958333333,-2.9041666667 6.1958333333,-2.9041666667 6.2041666667,-2.8833333333 6.2041666667,-2.8833333333 6.25,-2.8125 6.25,-2.8125 6.2375,-2.825 6.2375,-2.825 6.2333333333,-2.8375 6.2333333333,-2.8375 6.2291666667,-2.85 6.2291666667,-2.85 6.2208333333,-2.8541666667 6.2208333333,-2.8541666667 6.2083333333,-2.8583333333 6.2083333333,-2.8583333333 6.2,-2.8625 6.2,-2.8625 6.1875,-2.8666666667 6.1875,-2.8666666667 6.1791666667,-2.8708333333 6.1791666667,-2.8708333333 6.1666666667,-2.875 6.1666666667,-2.875 6.1541666667,-2.8833333333 6.1541666667,-2.8833333333 6.1583333333,-2.8958333333 6.1583333333,-2.8958333333 6.1666666667,-2.9041666667 6.1666666667,-2.9041666667 6.1791666667,-2.9083333333 6.1791666667,-2.9083333333 6.1833333333,-2.9166666667 6.1833333333,-2.9166666667 6.175,-2.925 6.175,-2.925 6.1708333333,-2.9291666667 6.1708333333,-2.9291666667 6.1666666667,-3 6.1666666667,-3 6.175,-3 6.175))"
RL2/191,RL2/191,China  Zinzheng Ghana  Friendliness Development Company Ltd,Mining Lease,GH,Sefwi Akontombra,Active License,8/13/2018,8/12/2033,Gold,"POLYGON ((-3 6.175,-2.9708333333 6.175,-2.9708333333 6.1958333333,-2.9625 6.1958333333,-2.9625 6.1916666667,-2.9458333333 6.1916666667,-2.9458333333 6.1791666667,-2.9333333333 6.1791666667,-2.9333333333 6.1875,-2.9166666667 6.1875,-2.9166666667 6.1958333333,-2.9041666667 6.1958333333,-2.9041666667 6.2041666667,-2.8833333333 6.2041666667,-2.8833333333 6.25,-2.8125 6.25,-2.8125 6.2375,-2.825 6.2375,-2.825 6.2333333333,-2.8375 6.2333333333,-2.8375 6.2291666667,-2.85 6.2291666667,-2.85 6.2208333333,-2.8541666667 6.2208333333,-2.8541666667 6.2083333333,-2.8583333333 6.2083333333,-2.8583333333 6.2,-2.8625 6.2,-2.8625 6.1875,-2.8666666667 6.1875,-2.8666666667 6.1791666667,-2.8708333333 6.1791666667,-2.8708333333 6.1666666667,-2.875 6.1666666667,-2.875 6.1541666667,-2.8833333333 6.1541666667,-2.8833333333 6.1583333333,-2.8958333333 6.1583333333,-2.8958333333 6.1666666667,-2.9041666667 6.1666666667,-2.9041666667 6.1791666667,-2.9083333333 6.1791666667,-2.9083333333 6.1833333333,-2.9166666667 6.1833333333,-2.9166666667 6.175,-2.925 6.175,-2.925 6.1708333333,-2.9291666667 6.1708333333,-2.9291666667 6.1666666667,-3 6.1666666667,-3 6.175))"
RL2/191,RL2/191,China Zinzheng-Ghana Friendliness Development Company Limited,Mining Lease,GH,Sefwi Akontombra,Active License,8/13/2018,8/12/2033,Gold,"POLYGON ((-3 6.175,-2.9708333333 6.175,-2.9708333333 6.1958333333,-2.9625 6.1958333333,-2.9625 6.1916666667,-2.9458333333 6.1916666667,-2.9458333333 6.1791666667,-2.9333333333 6.1791666667,-2.9333333333 6.1875,-2.9166666667 6.1875,-2.9166666667 6.1958333333,-2.9041666667 6.1958333333,-2.9041666667 6.2041666667,-2.8833333333 6.2041666667,-2.8833333333 6.25,-2.8125 6.25,-2.8125 6.2375,-2.825 6.2375,-2.825 6.2333333333,-2.8375 6.2333333333,-2.8375 6.2291666667,-2.85 6.2291666667,-2.85 6.2208333333,-2.8541666667 6.2208333333,-2.8541666667 6.2083333333,-2.8583333333 6.2083333333,-2.8583333333 6.2,-2.8625 6.2,-2.8625 6.1875,-2.8666666667 6.1875,-2.8666666667 6.1791666667,-2.8708333333 6.1791666667,-2.8708333333 6.1666666667,-2.875 6.1666666667,-2.875 6.1541666667,-2.8833333333 6.1541666667,-2.8833333333 6.1583333333,-2.8958333333 6.1583333333,-2.8958333333 6.1666666667,-2.9041666667 6.1666666667,-2.9041666667 6.1791666667,-2.9083333333 6.1791666667,-2.9083333333 6.1833333333,-2.9166666667 6.1833333333,-2.9166666667 6.175,-2.925 6.175,-2.925 6.1708333333,-2.9291666667 6.1708333333,-2.9291666667 6.1666666667,-3 6.1666666667,-3 6.175))"
MLF 24/4,MLF 24/4,TDR Resources Ltd,Mining Lease (Foreign),GH,Sefwi Akontombra,Active License,11/18/2024,11/17/2054,Gold,"POLYGON ((-2.6041666667 6.0833333333,-2.5541666667 6.0833333333,-2.5541666667 6.0708333333,-2.55 6.0708333333,-2.55 6.05,-2.5416666667 6.05,-2.5416666667 6.0416666667,-2.5375 6.0416666667,-2.5375 6.0291666667,-2.5333333333 6.0291666667,-2.5333333333 6.0125,-2.5375 6.0125,-2.5375 6.0041666667,-2.5416666667 6.0041666667,-2.5416666667 5.9958333333,-2.575 5.9958333333,-2.575 6.0,-2.5791666667 6.0,-2.5791666667 6.0083333333,-2.5875 6.0083333333,-2.5875 6.0208333333,-2.5916666667 6.0208333333,-2.5916666667 6.0291666667,-2.5958333333 6.0291666667,-2.5958333333 6.0375,-2.6 6.0375,-2.6 6.0458333333,-2.6041666667 6.0458333333,-2.6041666667 6.0833333333,-2.6041666667 6.0833333333))"
RML-N-2/171,RML-N-2/171,Eric Kweku Ofori Ventures,Restricted Mining Lease >25 acres (National),GH,Effia Kwesimintsim Municipal,Active License,8/11/2023,8/10/2028,Granite,"POLYGON ((-1.7733333333 5.015,-1.7725 5.015,-1.7725 5.0133333333,-1.77 5.0133333333,-1.77 5.0116666667,-1.7725 5.0116666667,-1.7725 5.0091666667,-1.7741666667 5.0091666667,-1.7741666667 5.0108333333,-1.7733333333 5.0108333333,-1.7733333333 5.015))"
RML-QL-2/292,RML-QL-2/292,ECLIPS BR VENTURES,Restricted Mining Lease (Ghanaian),GH,Effia Kwesimintsim Municipal,Active License,3/12/2024,3/11/2026,Granite,"POLYGON ((-1.7858 5.0225,-1.7858 5.0242,-1.7833 5.0242,-1.7833 5.0233,-1.7842 5.0233,-1.7842 5.0225,-1.7858 5.0225))"
