name,code,owner,type,country,status,start_date,expiry_date,assets,geometry
SSMP/ER/2108,SSMP/ER/2108,God Dey Mining Ent,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2022-04-01,2027-03-31,Gold,"POLYGON ((-0.6891666667 6.4666666667, -0.6866666667 6.4666666667, -0.6866666667 6.4633333333, -0.6891666667 6.4633333333, -0.6891666667 6.4666666667, -0.6891666667 6.4666666667))"
SSMP/ER/2107,SSMP/ER/2107,Adwoa 19 Mining Enterprise,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2022-04-01,2027-03-31,Gold,"POLYGON ((-0.7066666667 6.4683333333, -0.7058333333 6.4683333333, -0.7058333333 6.4691666667, -0.7033333333 6.4691666667, -0.7033333333 6.4666666667, -0.7066666667 6.4666666667, -0.7066666667 6.4683333333, -0.7066666667 6.4683333333))"
SSMP/ER/2103,SSMP/ER/2103,Dwomoh 19 Ent,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2022-04-01,2027-03-31,Gold,"POLYGON ((-0.7 6.4641666667, -0.6991666667 6.4641666667, -0.6991666667 6.4625, -0.7 6.4625, -0.7 6.4641666667, -0.7 6.4641666667))"
SSMP/11/10,SSMP/11/10,Maison Chase Ltd,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-11-25,2025-11-24,Gold,"POLYGON ((-0.7641666667 6.2783333333, -0.761944444445 6.2783333333, -0.761944444445 6.275, -0.7641666667 6.275, -0.7641666667 6.2783333333, -0.7641666667 6.2783333333))"
SSMP-6/1549,SSMP-6/1549,Sikakrom Co-Operative Society,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-08-27,2025-08-26,Gold,"POLYGON ((-1.7216666667 6.2408333333, -1.72 6.2408333333, -1.72 6.2375, -1.7216666667 6.2375, -1.7216666667 6.2408333333, -1.7216666667 6.2408333333))"
PL5/241,PL5/241,Barak Discoverers Company Limited.,Prospecting Licence (Ghanaian),GH,Active License,2020-11-20,2023-11-19,Gold,"POLYGON ((-0.9166666667 6.1666666667, -0.8333333333 6.1666666667, -0.8333333333 6.15, -0.8291666667 6.15, -0.8291666667 6.1375, -0.825 6.1375, -0.825 6.1333333333, -0.8166666667 6.1333333333, -0.8166666667 6.1291666667, -0.8125 6.1291666667, -0.8125 6.125, -0.8083333333 6.125, -0.8083333333 6.1166666667, -0.8125 6.1166666667, -0.8125 6.1083333333, -0.825 6.1083333333, -0.825 6.1041666667, -0.8291666667 6.1041666667, -0.8291666667 6.0916666667, -0.8375 6.0916666667, -0.8375 6.0833333333, -0.9166666667 6.0833333333, -0.9166666667 6.1666666667, -0.9166666667 6.1666666667))"
PL-3/818,PL-3/818,Benviko Company Limited,Prospecting Licence (Ghanaian),GH,Active License,2023-11-28,2026-11-27,Gold,"POLYGON ((-1.7041666667 5.7833333333, -1.675 5.7833333333, -1.675 5.7666666667, -1.6708333333 5.7666666667, -1.6708333333 5.7541666667, -1.6666666667 5.7541666667, -1.6666666667 5.75, -1.6416666667 5.75, -1.6416666667 5.6666666667, -1.6541666667 5.6666666667, -1.6541666667 5.675, -1.6583333333 5.675, -1.6583333333 5.6875, -1.6625 5.6875, -1.6625 5.6958333333, -1.6666666667 5.6958333333, -1.6666666667 5.7083333333, -1.6708333333 5.7083333333, -1.6708333333 5.7125, -1.6958333333 5.7125, -1.6958333333 5.7166666667, -1.7 5.7166666667, -1.7 5.7208333333, -1.7041666667 5.7208333333, -1.7041666667 5.7291666667, -1.7083333333 5.7291666667, -1.7083333333 5.7333333333, -1.7125 5.7333333333, -1.7125 5.7375, -1.7166666667 5.7375, -1.7166666667 5.7416666667, -1.7208333333 5.7416666667, -1.7208333333 5.7458333333, -1.725 5.7458333333, -1.725 5.7541666667, -1.7166666667 5.7541666667, -1.7166666667 5.7583333333, -1.7125 5.7583333333, -1.7125 5.7666666667, -1.7083333333 5.7666666667, -1.7083333333 5.775, -1.7041666667 5.775, -1.7041666667 5.7833333333, -1.7041666667 5.7833333333))"
PL3/102,PL3/102,Joy Transporters Limited,Prospecting Licence (Foreign),GH,Active License,2023-11-06,2026-11-05,"Columbite-Tantalite,Feldspar,Lithium","POLYGON ((-1.1666666667 5.2416666667, -1.1 5.2416666667, -1.1 5.2208333333, -1.1416666667 5.2208333333, -1.1416666667 5.2041666667, -1.125 5.2041666667, -1.125 5.2, -1.1166666667 5.2, -1.1166666667 5.1916666667, -1.125 5.1916666667, -1.125 5.1958333333, -1.1416666667 5.1958333333, -1.1416666667 5.1916666667, -1.15 5.1916666667, -1.15 5.175, -1.1541666667 5.175, -1.1541666667 5.1666666667, -1.1666666667 5.1666666667, -1.1666666667 5.175, -1.1625 5.175, -1.1625 5.2083333333, -1.1666666667 5.2083333333, -1.1666666667 5.2416666667))"
PL3/106,PL3/106,Joy Transporters Limited,Prospecting Licence (Foreign),GH,Active License,2021-11-15,2024-11-14,"Gold,Lithium,Columbite-Tantalite","POLYGON ((-1.100163888888889 5.266819444444445, -1.1001611111111111 5.241672222222222, -1.169444444445 5.2416666667, -1.169444444445 5.1541666667, -1.2166666667 5.1541666667, -1.2166666667 5.1166666667, -1.2666666667 5.1166666667, -1.2666666667 5.3208333333, -1.1501416666666666 5.321069444444444, -1.15015 5.2668027777777775, -1.100163888888889 5.266819444444445, -1.100163888888889 5.266819444444445))"
PL2/206 (Hiawa),PL2/206 (Hiawa),Xia Honghui Mining Company Limited & Amenfi Mining Company Limited,Mining Lease,GH,Active License,2015-09-28,2025-09-27,Gold,"POLYGON ((-2.1916666667 5.6666666667, -2.1541666667 5.6666666667, -2.1541666667 5.6625, -2.1666666667 5.6625, -2.1666666667 5.6375, -2.1708333333 5.6375, -2.1708333333 5.6208333333, -2.175 5.6208333333, -2.175 5.6041666667, -2.1791666667 5.6041666667, -2.1791666667 5.5583333333, -2.2041666667 5.5583333333, -2.2041666667 5.575, -2.25 5.575, -2.25 5.5916666667, -2.2375 5.5916666667, -2.2375 5.6125, -2.2333333333 5.6125, -2.2333333333 5.6166666667, -2.2291666667 5.6166666667, -2.2291666667 5.6208333333, -2.225 5.6208333333, -2.225 5.625, -2.2208333333 5.625, -2.2208333333 5.6333333333, -2.2166666667 5.6333333333, -2.2166666667 5.6375, -2.2125 5.6375, -2.2125 5.6416666667, -2.2083333333 5.6416666667, -2.2083333333 5.6458333333, -2.2041666667 5.6458333333, -2.2041666667 5.65, -2.2 5.65, -2.2 5.6541666667, -2.1958333333 5.6541666667, -2.1958333333 5.6625, -2.1916666667 5.6625, -2.1916666667 5.6666666667))"
PL2/689,PL2/689,Winpaga Resources Limited,Prospecting Licence (Ghanaian),GH,Active License,2022-12-09,2025-12-08,"Gold Ore,.,Gold","POLYGON ((-2.0041666667 4.9333333333, -2.0041666667 4.8625, -2.0083333333 4.8625, -2.0083333333 4.8708333333, -2.0125 4.8708333333, -2.0125 4.8791666667, -2.0166666667 4.8791666667, -2.0166666667 4.8875, -2.0333333333 4.8875, -2.0333333333 4.8833333333, -2.0458333333 4.8833333333, -2.0458333333 4.8791666667, -2.05 4.8791666667, -2.05 4.8625, -2.0583333333 4.8625, -2.0583333333 4.8833333333, -2.0541666667 4.8833333333, -2.0541666667 4.8916666667, -2.05 4.8916666667, -2.05 4.9083333333, -2.0458333333 4.9083333333, -2.0458333333 4.925, -2.0416666667 4.925, -2.0416666667 4.9333333333, -2.0041666667 4.9333333333, -2.0041666667 4.9333333333))"
PL2/483,PL2/483,Gye Nyame Mining Limited,Mining Lease,GH,Active License,2016-12-30,2030-12-29,"Gold,Other Minerals","POLYGON ((-2.3583333333 5.4041666667, -2.325 5.4041666667, -2.325 5.4083333333, -2.3166666667 5.4083333333, -2.3166666667 5.4041666667, -2.2958333333 5.4041666667, -2.2958333333 5.4, -2.2916666667 5.4, -2.2916666667 5.3916666667, -2.2875 5.3916666667, -2.2875 5.3875, -2.2666666667 5.3875, -2.2666666667 5.35, -2.2708333333 5.35, -2.2708333333 5.3541666667, -2.2791666667 5.3541666667, -2.2791666667 5.3458333333, -2.2875 5.3458333333, -2.2875 5.35, -2.2916666667 5.35, -2.2916666667 5.3458333333, -2.3041666667 5.3458333333, -2.3041666667 5.3416666667, -2.3125 5.3416666667, -2.3125 5.3458333333, -2.3208333333 5.3458333333, -2.3208333333 5.35, -2.325 5.35, -2.325 5.3541666667, -2.3375 5.3541666667, -2.3375 5.3625, -2.3458333333 5.3625, -2.3458333333 5.3666666667, -2.3541666667 5.3666666667, -2.3541666667 5.3875, -2.3583333333 5.3875, -2.3583333333 5.4041666667))"
PL-6/811,PL-6/811,Wuzzah Wuna Ghana Ltd,Prospecting Licence (Ghanaian),GH,Active License,2023-12-13,2026-12-12,"Gold Ore,.,Gold","POLYGON ((-1.9166666667 6.9, -1.85 6.9, -1.85 6.9083333333, -1.8375 6.9083333333, -1.8375 6.9, -1.8416666667 6.9, -1.8416666667 6.8916666667, -1.8458333333 6.8916666667, -1.8458333333 6.8875, -1.85 6.8875, -1.85 6.8791666667, -1.8541666667 6.8791666667, -1.8541666667 6.8708333333, -1.8583333333 6.8708333333, -1.8583333333 6.8625, -1.8625 6.8625, -1.8625 6.85, -1.8583333333 6.85, -1.8583333333 6.8416666667, -1.8333333333 6.8416666667, -1.8333333333 6.8166666667, -1.8375 6.8166666667, -1.8375 6.8125, -1.85 6.8125, -1.85 6.8083333333, -1.8541666667 6.8083333333, -1.8541666667 6.8041666667, -1.8583333333 6.8041666667, -1.8583333333 6.8, -1.8625 6.8, -1.8625 6.7958333333, -1.8708333333 6.7958333333, -1.8708333333 6.7916666667, -1.875 6.7916666667, -1.875 6.7833333333, -1.8791666667 6.7833333333, -1.8791666667 6.7791666667, -1.8833333333 6.7791666667, -1.8833333333 6.7708333333, -1.8875 6.7708333333, -1.8875 6.8625, -1.95 6.8625, -1.95 6.8666666667, -1.9458333333 6.8666666667, -1.9458333333 6.875, -1.9166666667 6.875, -1.9166666667 6.9, -1.9166666667 6.9))"
PL5/289,PL5/289,RY Goldfields Ltd.,Prospecting Licence (Ghanaian),GH,Active License,2022-05-27,2025-05-26,"Gold Ore,Gold","POLYGON ((-0.7208333333 6.3875, -0.6708333333 6.3875, -0.6708333333 6.375, -0.6625 6.375, -0.6625 6.3875, -0.6458333333 6.3875, -0.6458333333 6.3791666667, -0.6416666667 6.3791666667, -0.6416666667 6.375, -0.6458333333 6.375, -0.6458333333 6.3666666667, -0.65 6.3666666667, -0.65 6.3583333333, -0.7125 6.3583333333, -0.7125 6.3666666667, -0.7166666667 6.3666666667, -0.7166666667 6.3708333333, -0.7208333333 6.3708333333, -0.7208333333 6.3875, -0.7208333333 6.3875))"
PL (G)-3/835,PL (G)-3/835,Regency Eng and Const. Ltd,Prospecting Licence (Ghanaian),GH,Active License,2025-01-02,2028-01-01,Gold,"POLYGON ((-0.8666666667 5.325, -0.9083333333 5.325, -0.9083333333 5.3583333333, -0.8666666667 5.3583333333, -0.8666666667 5.325, -0.8666666667 5.325))"
PL7/180,PL7/180,SK Ofosu Company Ltd. area B,Prospecting Licence (Ghanaian),GH,Under Review,2022-03-15,2025-03-14,Gold,"POLYGON ((-2.925 7.2791666667, -2.9125 7.2791666667, -2.9125 7.2916666667, -2.9041666667 7.2916666667, -2.9041666667 7.3, -2.9 7.3, -2.9 7.3125, -2.8916666667 7.3125, -2.8916666667 7.3208333333, -2.8833333333 7.3208333333, -2.8833333333 7.325, -2.875 7.325, -2.875 7.3375, -2.8333333333 7.3375, -2.8333333333 7.35, -2.8083333333 7.35, -2.8083333333 7.3583333333, -2.8 7.3583333333, -2.8 7.3625, -2.7875 7.3625, -2.7875 7.3708333333, -2.7791666667 7.3708333333, -2.7791666667 7.3791666667, -2.75 7.3791666667, -2.75 7.3333333333, -2.8208333333 7.3333333333, -2.8208333333 7.2666666667, -2.85 7.2666666667, -2.85 7.2875, -2.9 7.2875, -2.9 7.2666666667, -2.925 7.2666666667, -2.925 7.2791666667, -2.925 7.2791666667))"
PL9/54,PL9/54,GEO-TECH MINERALS RES. EX. LTD,Prospecting Licence (Ghanaian),GH,Active License,2020-11-20,2023-11-19,Gold,"POLYGON ((-0.775 10.9916666667, -0.7166666667 10.9916666667, -0.7166666667 10.9875, -0.7125 10.9875, -0.7125 10.9791666667, -0.7083333333 10.9791666667, -0.7083333333 10.9708333333, -0.7041666667 10.9708333333, -0.7041666667 10.9666666667, -0.7 10.9666666667, -0.7 10.9583333333, -0.6958333333 10.9583333333, -0.6958333333 10.9375, -0.7 10.9375, -0.7 10.9291666667, -0.7291666667 10.9291666667, -0.7291666667 10.9208333333, -0.775 10.9208333333, -0.775 10.9916666667, -0.775 10.9916666667))"
PL3/122,PL3/122,EKNKA ENT. LTD,Prospecting Licence (Ghanaian),GH,Active License,2023-12-21,2026-12-22,Gold,"POLYGON ((-1.6416666667 5.75, -1.6 5.75, -1.6 5.7458333333, -1.6041666667 5.7458333333, -1.6041666667 5.7333333333, -1.6083333333 5.7333333333, -1.6083333333 5.725, -1.6125 5.725, -1.6125 5.7083333333, -1.6166666667 5.7083333333, -1.6166666667 5.6958333333, -1.6208333333 5.6958333333, -1.6208333333 5.6833333333, -1.625 5.6833333333, -1.625 5.6666666667, -1.6416666667 5.6666666667, -1.6416666667 5.75))"
PL9/37,PL9/37,Cardinal Resources Ghana Limited,Prospecting Licence (Ghanaian),GH,Active License,2023-02-06,2026-02-05,Gold,"POLYGON ((-0.8916666667 10.975, -0.8916666667 10.9625, -0.8958333333 10.9625, -0.8958333333 10.9541666667, -0.8666666667 10.9541666667, -0.8666666667 10.9708333333, -0.8583333333 10.9708333333, -0.8583333333 10.9875, -0.8458333333 10.9875, -0.8458333333 10.9916666667, -0.8372222222 10.9916666667, -0.8372222222 10.9416666667, -0.8416666667 10.9416666667, -0.8416666667 10.9375, -0.8458333333 10.9375, -0.8458333333 10.8166666667, -0.9291666667 10.8166666667, -0.9291666667 10.9333333333, -0.9208333333 10.9333333333, -0.9208333333 10.975, -0.8916666667 10.975, -0.8916666667 10.975))"
PL7/184,PL7/184,King Award Ghana Limited,Prospecting Licence (Ghanaian),GH,Active License,2020-11-20,2023-11-19,".,Gold","POLYGON ((-2.175 7.7791666667, -2.1583333333 7.7791666667, -2.1583333333 7.775, -2.15 7.775, -2.15 7.7708333333, -2.1458333333 7.7708333333, -2.1458333333 7.7666666667, -2.1375 7.7666666667, -2.1375 7.7541666667, -2.1416666667 7.7541666667, -2.1416666667 7.7458333333, -2.1458333333 7.7458333333, -2.1458333333 7.7375, -2.15 7.7375, -2.15 7.7291666667, -2.1541666667 7.7291666667, -2.1541666667 7.7208333333, -2.1583333333 7.7208333333, -2.1583333333 7.7125, -2.1625 7.7125, -2.1625 7.7041666667, -2.1666666667 7.7041666667, -2.1666666667 7.6958333333, -2.1708333333 7.6958333333, -2.1708333333 7.6833333333, -2.1541666667 7.6833333333, -2.1541666667 7.6791666667, -2.1583333333 7.6791666667, -2.1583333333 7.6708333333, -2.1625 7.6708333333, -2.1625 7.6625, -2.175 7.6625, -2.175 7.6666666667, -2.1875 7.6666666667, -2.1875 7.675, -2.1958333333 7.675, -2.1958333333 7.6791666667, -2.225 7.6791666667, -2.225 7.675, -2.2291666667 7.675, -2.2291666667 7.6625, -2.2375 7.6625, -2.2375 7.6416666667, -2.2416666667 7.6416666667, -2.2416666667 7.6333333333, -2.2458333333 7.6333333333, -2.2458333333 7.625, -2.2541666667 7.625, -2.2541666667 7.6041666667, -2.2583333333 7.6041666667, -2.2583333333 7.5791666667, -2.2541666667 7.5791666667, -2.2541666667 7.5666666667, -2.25 7.5666666667, -2.25 7.5583333333, -2.2458333333 7.5583333333, -2.2458333333 7.525, -2.2541666667 7.525, -2.2541666667 7.5333333333, -2.2583333333 7.5333333333, -2.2583333333 7.5458333333, -2.2625 7.5458333333, -2.2625 7.5625, -2.2666666667 7.5625, -2.2666666667 7.5708333333, -2.3041666667 7.5708333333, -2.3041666667 7.5791666667, -2.3083333333 7.5791666667, -2.3083333333 7.5916666667, -2.3166666667 7.5916666667, -2.3166666667 7.6125, -2.2958333333 7.6125, -2.2958333333 7.625, -2.2833333333 7.625, -2.2833333333 7.6416666667, -2.2666666667 7.6416666667, -2.2666666667 7.6791666667, -2.2583333333 7.6791666667, -2.2583333333 7.7083333333, -2.2375 7.7083333333, -2.2375 7.725, -2.2041666667 7.725, -2.2041666667 7.7291666667, -2.2 7.7291666667, -2.2 7.7375, -2.1958333333 7.7375, -2.1958333333 7.7458333333, -2.1916666667 7.7458333333, -2.1916666667 7.75, -2.1875 7.75, -2.1875 7.7583333333, -2.1833333333 7.7583333333, -2.1833333333 7.7666666667, -2.1791666667 7.7666666667, -2.1791666667 7.7708333333, -2.175 7.7708333333, -2.175 7.7791666667, -2.175 7.7791666667))"
PL7/185,PL7/185,King Award Ghana Limited,Prospecting Licence (Ghanaian),GH,Active License,2020-11-20,2023-11-19,".,Gold","POLYGON ((-2.15 8.0666666667, -2.1291666667 8.0666666667, -2.1291666667 8.0458333333, -2.1375 8.0458333333, -2.1375 8.025, -2.1458333333 8.025, -2.1458333333 7.9916666667, -2.1416666667 7.9916666667, -2.1416666667 7.9583333333, -2.1541666667 7.9583333333, -2.1541666667 7.95, -2.1708333333 7.95, -2.1708333333 7.9833333333, -2.1625 7.9833333333, -2.1625 7.9916666667, -2.1541666667 7.9916666667, -2.1541666667 8.0083333333, -2.175 8.0083333333, -2.175 8.0291666667, -2.1666666667 8.0291666667, -2.1666666667 8.0458333333, -2.15 8.0458333333, -2.15 8.0666666667, -2.15 8.0666666667))"
PL7/182,PL7/182,King Award Ghana Limited,Prospecting Licence (Ghanaian),GH,Active License,2020-12-11,2023-12-10,Gold,"POLYGON ((-2.1 8.075, -2.075 8.075, -2.075 8.0458333333, -2.0916666667 8.0458333333, -2.0916666667 8.025, -2.1041666667 8.025, -2.1041666667 8.0083333333, -2.1166666667 8.0083333333, -2.1166666667 7.9, -2.125 7.9, -2.125 7.8708333333, -2.1166666667 7.8708333333, -2.1166666667 7.8291666667, -2.1833333333 7.8291666667, -2.1833333333 7.8041666667, -2.2125 7.8041666667, -2.2125 7.8458333333, -2.1666666667 7.8458333333, -2.1666666667 7.9166666667, -2.1791666667 7.9166666667, -2.1791666667 7.95, -2.1541666667 7.95, -2.1541666667 7.9583333333, -2.1416666667 7.9583333333, -2.1416666667 7.9916666667, -2.1458333333 7.9916666667, -2.1458333333 8.025, -2.1375 8.025, -2.1375 8.0458333333, -2.1166666667 8.0458333333, -2.1166666667 8.0666666667, -2.1 8.0666666667, -2.1 8.075, -2.1 8.075))"
PL7/181,PL7/181,King Award Ghana Limited,Prospecting Licence (Ghanaian),GH,Active License,2020-11-20,2023-11-19,".,Gold","POLYGON ((-2.175 7.7791666667, -2.1583333333 7.7791666667, -2.1583333333 7.775, -2.15 7.775, -2.15 7.7708333333, -2.1458333333 7.7708333333, -2.1458333333 7.7666666667, -2.1375 7.7666666667, -2.1375 7.7541666667, -2.1416666667 7.7541666667, -2.1416666667 7.7458333333, -2.1458333333 7.7458333333, -2.1458333333 7.7375, -2.15 7.7375, -2.15 7.7291666667, -2.1541666667 7.7291666667, -2.1541666667 7.7208333333, -2.1583333333 7.7208333333, -2.1583333333 7.7125, -2.1625 7.7125, -2.1625 7.7041666667, -2.1666666667 7.7041666667, -2.1666666667 7.6958333333, -2.1708333333 7.6958333333, -2.1708333333 7.6833333333, -2.1541666667 7.6833333333, -2.1541666667 7.6791666667, -2.1583333333 7.6791666667, -2.1583333333 7.6708333333, -2.1625 7.6708333333, -2.1625 7.6625, -2.175 7.6625, -2.175 7.6666666667, -2.1875 7.6666666667, -2.1875 7.675, -2.1958333333 7.675, -2.1958333333 7.6791666667, -2.225 7.6791666667, -2.225 7.675, -2.2291666667 7.675, -2.2291666667 7.6625, -2.2375 7.6625, -2.2375 7.6416666667, -2.2416666667 7.6416666667, -2.2416666667 7.6333333333, -2.2458333333 7.6333333333, -2.2458333333 7.625, -2.2541666667 7.625, -2.2541666667 7.6041666667, -2.2583333333 7.6041666667, -2.2583333333 7.5791666667, -2.2541666667 7.5791666667, -2.2541666667 7.5666666667, -2.25 7.5666666667, -2.25 7.5583333333, -2.2458333333 7.5583333333, -2.2458333333 7.525, -2.2541666667 7.525, -2.2541666667 7.5333333333, -2.2583333333 7.5333333333, -2.2583333333 7.5458333333, -2.2625 7.5458333333, -2.2625 7.5625, -2.2666666667 7.5625, -2.2666666667 7.5708333333, -2.3041666667 7.5708333333, -2.3041666667 7.5791666667, -2.3083333333 7.5791666667, -2.3083333333 7.5916666667, -2.3166666667 7.5916666667, -2.3166666667 7.6125, -2.2958333333 7.6125, -2.2958333333 7.625, -2.2833333333 7.625, -2.2833333333 7.6416666667, -2.2666666667 7.6416666667, -2.2666666667 7.6791666667, -2.2583333333 7.6791666667, -2.2583333333 7.7083333333, -2.2375 7.7083333333, -2.2375 7.725, -2.2041666667 7.725, -2.2041666667 7.7291666667, -2.2 7.7291666667, -2.2 7.7375, -2.1958333333 7.7375, -2.1958333333 7.7458333333, -2.1916666667 7.7458333333, -2.1916666667 7.75, -2.1875 7.75, -2.1875 7.7583333333, -2.1833333333 7.7583333333, -2.1833333333 7.7666666667, -2.1791666667 7.7666666667, -2.1791666667 7.7708333333, -2.175 7.7708333333, -2.175 7.7791666667, -2.175 7.7791666667))"
PL2/35/VOL2,PL2/35/VOL2,TAKORADI GOLD GH. LTD,Mining Lease,GH,Active License,2020-01-13,2035-01-12,Gold,"POLYGON ((-2.1708333333 5.3708333333, -2.1583333333 5.3708333333, -2.1583333333 5.3583333333, -2.1541666667 5.3583333333, -2.1541666667 5.3541666667, -2.1583333333 5.3541666667, -2.1583333333 5.3416666667, -2.1666666667 5.3416666667, -2.1666666667 5.3458333333, -2.1708333333 5.3458333333, -2.1708333333 5.3708333333))"
PL5/272,PL5/272,Pure Caratage Limited,Prospecting Licence (Ghanaian),GH,Active License,2020-11-20,2023-11-19,Gold,"POLYGON ((-0.8666666667 6.3083333333, -0.9208333333 6.3083333333, -0.9208333333 6.3166666667, -0.9166666667 6.3166666667, -0.9166666667 6.3458333333, -0.9125 6.3458333333, -0.9125 6.35, -0.9083333333 6.35, -0.9083333333 6.3541666667, -0.9041666667 6.3541666667, -0.9041666667 6.3583333333, -0.9 6.3583333333, -0.9 6.3625, -0.8958333333 6.3625, -0.8958333333 6.3666666667, -0.8916666667 6.3666666667, -0.8916666667 6.3708333333, -0.8875 6.3708333333, -0.8875 6.375, -0.8833333333 6.375, -0.8833333333 6.3708333333, -0.8791666667 6.3708333333, -0.8791666667 6.3666666667, -0.8708333333 6.3666666667, -0.8708333333 6.3708333333, -0.8666666667 6.3708333333, -0.8666666667 6.3791666667, -0.8625 6.3791666667, -0.8625 6.3875, -0.8666666667 6.3875, -0.8666666667 6.3916666667, -0.8708333333 6.3916666667, -0.8708333333 6.3958333333, -0.8791666667 6.3958333333, -0.8791666667 6.4, -0.875 6.4, -0.875 6.4041666667, -0.8708333333 6.4041666667, -0.8708333333 6.4083333333, -0.8541666667 6.4083333333, -0.8541666667 6.4125, -0.85 6.4125, -0.85 6.4166666667, -0.8458333333 6.4166666667, -0.8458333333 6.4208333333, -0.8416666667 6.4208333333, -0.8416666667 6.425, -0.8375 6.425, -0.8375 6.4291666667, -0.8333333333 6.4291666667, -0.8333333333 6.4166666667, -0.825 6.4166666667, -0.825 6.4041666667, -0.8333333333 6.4041666667, -0.8333333333 6.4125, -0.8416666667 6.4125, -0.8416666667 6.4083333333, -0.8458333333 6.4083333333, -0.8458333333 6.4041666667, -0.85 6.4041666667, -0.85 6.4, -0.8541666667 6.4, -0.8541666667 6.3625, -0.8583333333 6.3625, -0.8583333333 6.3458333333, -0.8625 6.3458333333, -0.8625 6.3291666667, -0.8666666667 6.3291666667, -0.8666666667 6.3083333333, -0.8666666667 6.3083333333))"
PL2/156 (Tarkwa 4),PL2/156 (Tarkwa 4),Gold Fields Ghana Limited,Mining Lease,GH,Active License,1997-04-18,2027-04-17,"Gold,Other Minerals","POLYGON ((-1.949225555555 5.506811944445, -1.9256311111 5.5068497222, -1.9235688889 5.5046958333, -1.9257452778 5.490635, -1.9192766667 5.467753055555, -1.9291216667 5.4677508333, -1.9205522222 5.455935, -1.9218925 5.4528838889, -1.9264 5.4392313889, -1.9319225 5.4310308333, -1.9330572222 5.4264747222, -1.94347 5.4212197222, -1.9520925 5.4167972222, -1.9391977778 5.410765555555, -1.9427061111 5.4032197222, -1.9739497222 5.4178166667, -1.9923936111 5.4528211111, -1.9564786111 5.4566641667, -1.9491438889 5.4596177778, -1.949225555555 5.506811944445))"
PL2/156 (Tarkwa 3),PL2/156 (Tarkwa 3),Gold Fields Ghana Limited,Mining Lease,GH,Active License,1997-04-18,2027-04-17,Gold,"POLYGON ((-2.0633333333 5.3611111111, -2.0786111111 5.374444444445, -2.0736111111 5.3797222222, -2.0538888889 5.385, -2.0391666667 5.3913888889, -2.0377777778 5.393055555555, -2.0322222222 5.3908333333, -2.0302777778 5.3947222222, -2.0313888889 5.3958333333, -2.0277777778 5.403055555555, -2.0216666667 5.409444444445, -2.018055555555 5.4116666667, -2.015555555555 5.4147222222, -2.015555555555 5.4291666667, -1.9922222222 5.4527777778, -1.9738888889 5.4177777778, -2.001944444445 5.375555555555, -2.0633333333 5.3611111111))"
AR/2116,AR/2116,Adisef14 Mining & Const. Ltd,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2021-01-06,2026-01-05,Gold,"POLYGON ((-1.7941666667 6.4891666667, -1.7958333333 6.4891666667, -1.7958333333 6.49, -1.795 6.49, -1.795 6.4908333333, -1.7941666667 6.4908333333, -1.7941666667 6.4925, -1.7933333333 6.4925, -1.7933333333 6.4933333333, -1.7908333333 6.4933333333, -1.7908333333 6.4925, -1.7925 6.4925, -1.7925 6.4916666667, -1.7933333333 6.4916666667, -1.7933333333 6.49, -1.7941666667 6.49, -1.7941666667 6.4891666667, -1.7941666667 6.4891666667))"
CR/1168,CR/1168,EVANSBUK MINING ENTERPRISE,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-12-24,2025-12-23,Gold,"POLYGON ((-1.9825 6.0641666667, -1.9858333333 6.0641666667, -1.9858333333 6.0666666667, -1.9825 6.0666666667, -1.9825 6.0641666667, -1.9825 6.0641666667))"
AR/2184,AR/2184,KNOWS MINING VENTURES,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-12-24,2025-12-23,Gold,"POLYGON ((-1.76 6.0766666667, -1.76 6.0758333333, -1.7566666667 6.0758333333, -1.7566666667 6.075, -1.7633333333 6.075, -1.7633333333 6.0766666667, -1.76 6.0766666667, -1.76 6.0766666667))"
SSMP/3/1261,SSMP/3/1261,Euniwa Mining Ent.,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-12-24,2025-12-23,Gold,"POLYGON ((-1.8183333333 6.0208333333, -1.8208333333 6.0208333333, -1.8208333333 6.0225, -1.8191666667 6.0225, -1.8191666667 6.0233333333, -1.8183333333 6.0233333333, -1.8183333333 6.0208333333, -1.8183333333 6.0208333333))"
CR/1217,CR/1217,GOWRIE MINING ENT.,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-12-22,2025-12-21,Gold,"POLYGON ((-1.5575 5.8116666667, -1.5552777778 5.8116666667, -1.5552777778 5.8091666667, -1.5575 5.8091666667, -1.5575 5.8116666667, -1.5575 5.8116666667))"
