name,code,owner,type,country,status,start_date,expiry_date,assets,geometry
PL2/321,PL2/321,CANTERBURY MINING CO.LTD,Prospecting Licence (Ghanaian),GH,Active License,2024-06-27,2027-06-26,Gold,"POLYGON ((-2.0083333333 5.0833333333, -1.9833333333 5.0833333333, -1.9833333333 5.025, -2.0291666667 5.025, -2.0291666667 5.0291666667, -2.0166666667 5.0291666667, -2.0166666667 5.0416666667, -2.0125 5.0416666667, -2.0125 5.0666666667, -2.0166666667 5.0666666667, -2.0166666667 5.075, -2.0125 5.075, -2.0125 5.0791666667, -2.0083333333 5.0791666667, -2.0083333333 5.0833333333, -2.0083333333 5.0833333333))"
PLGH/453,PLGH/453,CANTERBURY MINING CO.LTD,Prospecting Licence (Ghanaian),GH,Active License,2024-06-27,2027-06-26,Gold,"POLYGON ((-1.9583333333 5.0666666667, -1.9541666667 5.0666666667, -1.9541666667 5.0125, -1.9791666667 5.0125, -1.9791666667 5.025, -1.9833333333 5.025, -1.9833333333 5.0833333333, -1.9791666667 5.0833333333, -1.9791666667 5.0875, -1.9583333333 5.0875, -1.9583333333 5.0666666667, -1.9583333333 5.0666666667))"
PL5/134,PL5/134,Newmont Golden Ridge Limited,Prospecting Licence (Ghanaian),GH,Active License,2024-06-07,2027-06-06,Gold,"POLYGON ((-0.8416694444444445 6.424672222222222, -0.8416694444444445 6.420502777777778, -0.8458305555555555 6.420502777777778, -0.8458305555555555 6.416341666666667, -0.85 6.416341666666667, -0.85 6.412172222222222, -0.8541694444444444 6.412172222222222, -0.8541694444444444 6.408002777777778, -0.8708305555555556 6.408002777777778, -0.8708305555555556 6.403841666666667, -0.875 6.403841666666667, -0.875 6.399672222222223, -0.8791694444444444 6.399672222222223, -0.8791694444444444 6.403841666666667, -0.8833305555555555 6.403841666666667, -0.8833305555555555 6.412172222222222, -0.8791694444444444 6.412172222222222, -0.8791694444444444 6.416341666666667, -0.8708305555555556 6.416341666666667, -0.8708305555555556 6.424672222222222, -0.875 6.424672222222222, -0.875 6.437172222222222, -0.8666694444444445 6.437172222222222, -0.8666694444444445 6.441341666666666, -0.8625 6.441341666666666, -0.8625 6.4455, -0.8541694444444444 6.4455, -0.8541694444444444 6.449669444444444, -0.85 6.449669444444444, -0.85 6.4538416666666665, -0.8375 6.4538416666666665, -0.8375 6.458, -0.8333305555555556 6.458, -0.8333305555555556 6.428841666666667, -0.8375 6.428841666666667, -0.8375 6.424672222222222, -0.8416694444444445 6.424672222222222))"
PL2/399 (Akoko A),PL2/399 (Akoko A),Topago Mining Limited,Prospecting Licence (Ghanaian),GH,Active License,2024-06-27,2027-06-26,Gold,"POLYGON ((-2.1208333333 5.0791666667, -2.1208333333 5.0625, -2.1166666667 5.0625, -2.1166666667 5.0416666667, -2.1625 5.0416666667, -2.1625 5.0458333333, -2.1583333333 5.0458333333, -2.1583333333 5.05, -2.1541666667 5.05, -2.1541666667 5.0541666667, -2.15 5.0541666667, -2.15 5.0583333333, -2.1458333333 5.0583333333, -2.1458333333 5.0625, -2.1416666667 5.0625, -2.1416666667 5.0666666667, -2.1333333333 5.0666666667, -2.1333333333 5.0708333333, -2.1291666667 5.0708333333, -2.1291666667 5.075, -2.125 5.075, -2.125 5.0791666667, -2.1208333333 5.0791666667, -2.1208333333 5.0791666667))"
RL5/49,RL5/49,Jia xin Industrial Company Limited (Ofosua Mining & Const. Ltd),Prospecting Licence (Ghanaian),GH,Active License,2022-09-16,2025-09-15,Gold,"POLYGON ((-1.0375 6.1958333333, -1 6.1958333333, -1 6.1875, -1.0041666667 6.1875, -1.0041666667 6.1833333333, -1.0083333333 6.1833333333, -1.0083333333 6.175, -1.0125 6.175, -1.0125 6.1666666667, -1.0166666667 6.1666666667, -1.0166666667 6.15, -1.0208333333 6.15, -1.0208333333 6.1375, -1.025 6.1375, -1.025 6.1333333333, -1.0291666667 6.1333333333, -1.0291666667 6.1291666667, -1.0375 6.1291666667, -1.0375 6.125, -1.0416666667 6.125, -1.0416666667 6.1208333333, -1.0625 6.1208333333, -1.0625 6.1708333333, -1.0583333333 6.1708333333, -1.0583333333 6.1791666667, -1.0375 6.1791666667, -1.0375 6.1958333333, -1.0375 6.1958333333))"
RL5/36,RL5/36,FGM Resources Ghana Limited,Prospecting Licence (Ghanaian),GH,Active License,2024-01-04,2027-01-03,Gold,"POLYGON ((-1.0458333333 6.4333333333, -1.0208333333 6.4333333333, -1.0208333333 6.4291666667, -1.0083333333 6.4291666667, -1.0083333333 6.4208333333, -1.0125 6.4208333333, -1.0125 6.4166666667, -1.0458333333 6.4166666667, -1.0458333333 6.4333333333, -1.0458333333 6.4333333333))"
PL6/152,PL6/152,FGM Resources Ghana Limited,Prospecting Licence (Ghanaian),GH,Active License,2023-11-06,2026-11-05,Gold,"POLYGON ((-1.0458333333 6.45, -1.0125 6.45, -1.0125 6.4375, -1.0208333333 6.4375, -1.0208333333 6.4333333333, -1.0458333333 6.4333333333, -1.0458333333 6.45))"
PL5/160 (Abirem),PL5/160 (Abirem),Newmont Golden Ridge Limited,Prospecting Licence (Ghanaian),GH,Active License,2024-06-07,2027-06-06,Gold,"POLYGON ((-0.9166694444444444 6.366344444444445, -0.9166694444444444 6.362175, -0.9208305555555556 6.362175, -0.9208305555555556 6.358005555555556, -0.925 6.358005555555556, -0.925 6.353844444444444, -0.9291694444444445 6.353844444444444, -0.9291694444444445 6.349675, -0.9333305555555556 6.349675, -0.9333305555555556 6.3455055555555555, -0.9375 6.3455055555555555, -0.9375 6.341347222222222, -0.9416694444444444 6.341347222222222, -0.9416694444444444 6.337177777777778, -0.95 6.337177777777778, -0.95 6.333005555555555, -0.9541694444444444 6.333005555555555, -0.9541694444444444 6.3288472222222225, -0.9583305555555556 6.3288472222222225, -0.9583305555555556 6.324677777777778, -0.9625 6.324677777777778, -0.9625 6.320508333333334, -0.9708305555555555 6.320508333333334, -0.9708305555555555 6.324677777777778, -1 6.324677777777778, -1 6.366344444444445, -0.975 6.366344444444445, -0.975 6.362175, -0.9583305555555556 6.362175, -0.9583305555555556 6.366344444444445, -0.9166694444444444 6.366344444444445))"
ML2/51/VOL.2 (Betindsi),ML2/51/VOL.2 (Betindsi),Zogok Gold Limited,Mining Lease,GH,Active License,2021-12-23,2033-12-22,Gold,"POLYGON ((-2.1790777777777777 5.191711111111111, -2.1790777777777777 5.166869444444444, -2.183288888888889 5.166869444444444, -2.183288888888889 5.133483333333333, -2.224975 5.133483333333333, -2.224975 5.141725, -2.220825 5.141725, -2.220825 5.150086111111111, -2.216613888888889 5.150086111111111, -2.216613888888889 5.145875, -2.2124027777777777 5.145875, -2.2124027777777777 5.150086111111111, -2.2081916666666666 5.150086111111111, -2.2081916666666666 5.162719444444445, -2.204102777777778 5.162719444444445, -2.204102777777778 5.166869444444444, -2.2081916666666666 5.166869444444444, -2.2081916666666666 5.179077777777778, -2.204102777777778 5.179077777777778, -2.204102777777778 5.1875, -2.2124027777777777 5.1875, -2.2124027777777777 5.191711111111111, -2.1790777777777777 5.191711111111111, -2.1790777777777777 5.191711111111111))"
PL3/102,PL3/102,Joy Transporters Limited,Prospecting Licence (Ghanaian),GH,Suspended,2019-08-21,2022-08-20,Gold,"POLYGON ((-1.12 5.2116666667, -1.1225 5.2116666667, -1.1225 5.2158333333, -1.12 5.2158333333, -1.12 5.2116666667, -1.12 5.2116666667))"
MC 113/VOL4,MC 113/VOL4,Ghana Manganese Company Limited,Mining Lease,GH,Active License,2019-08-20,2049-08-19,Manganese,"POLYGON ((-1.9541666667 5.3541666667, -1.9416666667 5.3541666667, -1.9416666667 5.3416666667, -1.9 5.3416666667, -1.9 5.3291666667, -1.9041666667 5.3291666667, -1.9041666667 5.3125, -1.9083333333 5.3125, -1.9083333333 5.2916666667, -1.9125 5.2916666667, -1.9125 5.2791666667, -1.9166666667 5.2791666667, -1.9166666667 5.2708333333, -1.9916666667 5.2708333333, -1.9916666667 5.275, -2 5.275, -2 5.2875, -1.9791666667 5.2875, -1.9791666667 5.2958333333, -1.9833333333 5.2958333333, -1.9833333333 5.3, -1.9791666667 5.3, -1.9791666667 5.3083333333, -1.975 5.3083333333, -1.975 5.3166666667, -1.9708333333 5.3166666667, -1.9708333333 5.325, -1.9666666667 5.325, -1.9666666667 5.3416666667, -1.9583333333 5.3416666667, -1.9583333333 5.3458333333, -1.9541666667 5.3458333333, -1.9541666667 5.3541666667, -1.9541666667 5.3541666667))"
PL10/43,PL10/43,Phoenix Resources Limited,Prospecting Licence (Ghanaian),GH,Under Review,2014-07-18,2017-07-17,Gold,"POLYGON ((-2.6665 10.787711111111111, -2.600041666666667 10.787377777777778, -2.6006472222222223 10.666788888888888, -2.7334583333333335 10.66628888888889, -2.733775 10.75023611111111, -2.6665 10.750488888888889, -2.6665 10.787711111111111, -2.6665 10.787711111111111))"
SSMP/AR/2047,SSMP/AR/2047,Ben Arthur 2000 Enterprise,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-12-10,2025-12-09,Gold,"POLYGON ((-1.9 6.2125, -1.8966666667 6.2125, -1.8966666667 6.2116666667, -1.9 6.2116666667, -1.9 6.2125))"
PL2/624,PL2/624,AngloGold Ashanti (Iduapriem) Limited,Mining Lease,GH,Active License,2020-02-17,2035-02-16,Gold,"POLYGON ((-2.1416666667 5.25, -2.1416666667 5.3041666667, -2.1125 5.3041666667, -2.1125 5.3166666667, -2.1083333333 5.3166666667, -2.1083333333 5.3208333333, -2.1041666667 5.3208333333, -2.1041666667 5.2583333333, -2.1 5.2583333333, -2.1 5.25, -2.1166666667 5.25, -2.1166666667 5.2458333333, -2.1375 5.2458333333, -2.1375 5.25, -2.1416666667 5.25))"
PL2/538,PL2/538,AngloGold Ashanti (Iduapriem) Limited,Mining Lease,GH,Active License,2020-02-17,2035-02-16,Gold,"POLYGON ((-2.075 5.2833333333, -2.0458333333 5.2833333333, -2.0458333333 5.2791666667, -2.0416666667 5.2791666667, -2.0416666667 5.2875, -2.0291666667 5.2875, -2.0291666667 5.2833333333, -2.025 5.2833333333, -2.025 5.2875, -2.0208333333 5.2875, -2.0208333333 5.2916666667, -2.0166666667 5.2916666667, -2.0166666667 5.2958333333, -2.0125 5.2958333333, -2.0125 5.2916666667, -2.0125 5.2625, -2.0125 5.25, -2.05 5.25, -2.05 5.2541666667, -2.0583333333 5.2541666667, -2.0583333333 5.2583333333, -2.0916666667 5.2583333333, -2.0916666667 5.2625, -2.0875 5.2625, -2.0875 5.2708333333, -2.0833333333 5.2708333333, -2.0833333333 5.2791666667, -2.0791666667 5.2791666667, -2.0791666667 5.2833333333, -2.075 5.2833333333))"
PL2/539,PL2/539,AngloGold Ashanti (Iduapriem) Limited,Mining Lease,GH,Active License,2020-02-17,2035-02-16,Gold,"POLYGON ((-2.075 5.2833333333, -2.0791666667 5.2833333333, -2.0791666667 5.2791666667, -2.0833333333 5.2791666667, -2.0833333333 5.2708333333, -2.0875 5.2708333333, -2.0875 5.2625, -2.0916666667 5.2625, -2.0916666667 5.2583333333, -2.1 5.2583333333, -2.1041666667 5.2583333333, -2.1041666667 5.3541666667, -2.0958333333 5.3541666667, -2.0958333333 5.3583333333, -2.0916666667 5.3583333333, -2.0916666667 5.3625, -2.0875 5.3625, -2.0875 5.3666666667, -2.0833333333 5.3666666667, -2.0833333333 5.3708333333, -2.0791666667 5.3708333333, -2.0791666667 5.375, -2.075 5.375, -2.075 5.3708333333, -2.0708333333 5.3708333333, -2.0708333333 5.3666666667, -2.0625 5.3666666667, -2.0625 5.3625, -2.0583333333 5.3625, -2.0583333333 5.3375, -2.0625 5.3375, -2.0625 5.3333333333, -2.0666666667 5.3333333333, -2.0666666667 5.3291666667, -2.0625 5.3291666667, -2.0625 5.3166666667, -2.0625 5.3083333333, -2.0666666667 5.3083333333, -2.0666666667 5.3, -2.0708333333 5.3, -2.0708333333 5.2916666667, -2.075 5.2916666667, -2.075 5.2833333333))"
PL2/1/Vol.10,PL2/1/Vol.10,AngloGold Ashanti (Iduapriem) Limited,Mining Lease,GH,Active License,2020-02-17,2035-02-16,Gold,"POLYGON ((-2.1 5.2583333333, -2.0916666667 5.2583333333, -2.0583333333 5.2583333333, -2.0583333333 5.2541666667, -2.05 5.2541666667, -2.05 5.25, -2.0125 5.25, -2.0125 5.2625, -2.0083333333 5.2625, -2.0041666667 5.2625, -2.0041666667 5.2541666667, -2.0083333333 5.2541666667, -2.0083333333 5.2416666667, -2.0125 5.2416666667, -2.0125 5.2333333333, -2.0125 5.2291666667, -2.0208333333 5.2291666667, -2.0208333333 5.225, -2.0458333333 5.225, -2.0458333333 5.2208333333, -2.0541666667 5.2208333333, -2.0541666667 5.2166666667, -2.0583333333 5.2166666667, -2.0583333333 5.2125, -2.075 5.2125, -2.075 5.2166666667, -2.0791666667 5.2166666667, -2.0791666667 5.2208333333, -2.0875 5.2208333333, -2.0875 5.2166666667, -2.0916666667 5.2166666667, -2.0916666667 5.2291666667, -2.0958333333 5.2291666667, -2.0958333333 5.2333333333, -2.1 5.2333333333, -2.1 5.2583333333, -2.1 5.2583333333))"
SSML-O6 18/2024,SSML-O6 18/2024,Established Kingdom Mining Enterprise,Small Scale Licence (Obuasi District),GH,Active License,2024-12-17,2029-12-16,Gold,"POLYGON ((-2.0375 6.2025, -2.0367 6.2025, -2.0367 6.2033, -2.035 6.2033, -2.035 6.2017, -2.0358 6.2017, -2.0358 6.2008, -2.0375 6.2008, -2.0375 6.2025))"
SSML-O6 19/2024,SSML-O6 19/2024,Hamz Precious Nuggets,Small Scale Licence (Obuasi District),GH,Active License,2024-12-17,2029-12-16,Gold,"POLYGON ((-2.0217 6.2825, -2.0183 6.2825, -2.0183 6.2808, -2.0208 6.2808, -2.0208 6.2792, -2.0217 6.2792, -2.0217 6.2825))"
SSML-O6 13/2024,SSML-O6 13/2024,Province Mining Enterprise,Small Scale Licence (Obuasi District),GH,Active License,2024-09-25,2029-09-24,Gold,"POLYGON ((-2.02 6.275, -2.0175 6.275, -2.0175 6.2742, -2.0183 6.2742, -2.0183 6.2708, -2.02 6.2708, -2.02 6.275))"
SSML-O6 14/2024,SSML-O6 14/2024,VERSATILE MINING ENTERPRISE,Small Scale Licence (Obuasi District),GH,Active License,2024-10-08,2029-10-07,Gold,"POLYGON ((-2.0242 6.2117, -2.0233 6.2117, -2.0233 6.2092, -2.0242 6.2092, -2.0242 6.2083, -2.0258 6.2083, -2.0258 6.2092, -2.025 6.2092, -2.025 6.21, -2.0242 6.21, -2.0242 6.2117))"
SSML-O6 2/2023,SSML-O6 2/2023,Constant Change Mining Enterprise,Small Scale Licence (Obuasi District),GH,Active License,2023-05-23,2028-05-22,Gold,"POLYGON ((-2.0117 6.2867, -2.0117 6.285, -2.0142 6.285, -2.0142 6.2858, -2.015 6.2858, -2.015 6.2867, -2.0117 6.2867))"
RML-N-4/180,RML-N-4/180,Q3 Company Limited,Restricted Mining Lease >25 acres (National),GH,Active License,2023-10-12,2028-10-11,Granite,"POLYGON ((0.38 5.9833, 0.38 5.9783, 0.3733 5.9783, 0.3733 5.9833, 0.38 5.9833))"
PL2/801,PL2/801,TMC Mining Ltd,Prospecting Licence (Ghanaian),GH,Active License,2022-11-04,2025-11-03,Gold,"POLYGON ((-2.1 5.6958333333, -2.1 5.6916666667, -2.1083333333 5.6916666667, -2.1083333333 5.6875, -2.1125 5.6875, -2.1125 5.6833333333, -2.1166666667 5.6833333333, -2.1166666667 5.6791666667, -2.1208333333 5.6791666667, -2.1208333333 5.6583333333, -2.1125 5.6583333333, -2.1125 5.6541666667, -2.1041666667 5.6541666667, -2.1041666667 5.6583333333, -2.1 5.6583333333, -2.1 5.6625, -2.0916666667 5.6625, -2.0916666667 5.6666666667, -2.075 5.6666666667, -2.075 5.6625, -2.0791666667 5.6625, -2.0791666667 5.6541666667, -2.0833333333 5.6541666667, -2.0833333333 5.6416666667, -2.0875 5.6416666667, -2.0875 5.6333333333, -2.0916666667 5.6333333333, -2.0916666667 5.625, -2.15 5.625, -2.15 5.6666666667, -2.1666666667 5.6666666667, -2.1666666667 5.6958333333, -2.1541666667 5.6958333333, -2.1541666667 5.6833333333, -2.1375 5.6833333333, -2.1375 5.6958333333, -2.1 5.6958333333))"
QL9/22,QL9/22,Myturn Limited,Restricted Mining Lease < 25 Acres (National),GH,Active License,2019-03-12,2024-03-11,Granite,"POLYGON ((-1.2106527777777778 10.819291666666667, -1.2104444444444444 10.818975, -1.2108444444444444 10.816930555555556, -1.212213888888889 10.815947222222222, -1.2129583333333334 10.8166, -1.2152305555555556 10.817388888888889, -1.2123083333333333 10.818283333333333, -1.2106527777777778 10.819291666666667))"
PL6/87/VOL2,PL6/87/VOL2,Goldstone Akrokeri Limited,Mining Lease,GH,Active License,2020-01-13,2030-01-12,Gold,"POLYGON ((-1.6088888889 6.34, -1.6088888889 6.3352777778, -1.610555555555 6.3352777778, -1.610555555555 6.3341666667, -1.6138888889 6.3341666667, -1.6138888889 6.326944444445, -1.6147222222 6.326944444445, -1.6147222222 6.3252777778, -1.615555555555 6.3252777778, -1.615555555555 6.3236111111, -1.6163888889 6.3236111111, -1.6163888889 6.3216666667, -1.6175 6.3216666667, -1.6175 6.320555555555, -1.618055555555 6.320555555555, -1.618055555555 6.319444444445, -1.6188888889 6.319444444445, -1.6188888889 6.318055555555, -1.623055555555 6.318055555555, -1.623055555555 6.324444444445, -1.6222222222 6.324444444445, -1.6222222222 6.3263888889, -1.6216666667 6.3263888889, -1.6216666667 6.3277777778, -1.6208333333 6.3277777778, -1.6208333333 6.33, -1.6197222222 6.33, -1.6197222222 6.3308333333, -1.6188888889 6.3308333333, -1.6188888889 6.3316666667, -1.618055555555 6.3316666667, -1.618055555555 6.3325, -1.6166666667 6.3325, -1.6166666667 6.3366666667, -1.6158333333 6.3366666667, -1.6158333333 6.3375, -1.615 6.3375, -1.615 6.3383333333, -1.6141666667 6.3383333333, -1.6141666667 6.3391666667, -1.6133333333 6.3391666667, -1.6133333333 6.34, -1.6088888889 6.34))"
PL6/87/Vol.2,PL6/87/Vol.2,Goldstone Akrokeri Limited,Mining Lease,GH,Active License,2020-12-22,2030-12-21,Gold,"POLYGON ((-1.6041666667 6.3375, -1.6041666667 6.3333333333, -1.6083333333 6.3333333333, -1.6083333333 6.3291666667, -1.6125 6.3291666667, -1.6125 6.3208333333, -1.6166666667 6.3208333333, -1.6166666667 6.3125, -1.625 6.3125, -1.625 6.3333333333, -1.6208333333 6.3333333333, -1.6208333333 6.3375, -1.6166666667 6.3375, -1.6166666667 6.3416666667, -1.6125 6.3416666667, -1.6125 6.3458333333, -1.6083333333 6.3458333333, -1.6083333333 6.35, -1.6041666667 6.35, -1.6041666667 6.3541666667, -1.5958333333 6.3541666667, -1.5958333333 6.3375, -1.6041666667 6.3375))"
QL8/20,QL8/20,Maripoma Quarry Limited,Restricted Mining Lease (Ghanaian),GH,Active License,2020-08-07,2025-08-06,Granite,"POLYGON ((-2.3991666667 9.4783333333, -2.3991666667 9.4816666667, -2.3966666667 9.4816666667, -2.3966666667 9.4783333333, -2.3991666667 9.4783333333))"
PL2/546,PL2/546,Koantwi Mining Company Limited,Mining Lease,GH,Active License,2020-03-22,2032-03-21,Gold,"POLYGON ((-2.1791666667 6.2458333333, -2.1791666667 6.2625, -2.15 6.2625, -2.15 6.2791666667, -2.1291666667 6.2791666667, -2.1291666667 6.2583333333, -2.1416666667 6.2583333333, -2.1416666667 6.2458333333, -2.1791666667 6.2458333333))"
QL.5/281,QL.5/281,GYANKROM QUARRY LIMITED,Restricted Mining Lease < 25 Acres (National),GH,Active License,2020-11-27,2025-11-26,Granite,"POLYGON ((-0.3358333333 5.8575, -0.3333333333 5.8575, -0.3333333333 5.8558333333, -0.3325 5.8558333333, -0.3325 5.8541666667, -0.3341666667 5.8541666667, -0.3341666667 5.855, -0.335 5.855, -0.335 5.8558333333, -0.3358333333 5.8558333333, -0.3358333333 5.8575))"
QL8/20,QL8/20,Maripoma Quarry Limited (Xamrock Mining Drilling and Blasting Company Limited),Restricted Mining Lease (Ghanaian),GH,Active License,2020-08-07,2025-08-06,Granite,"POLYGON ((-2.3991666667 9.4783333333, -2.3991666667 9.4816666667, -2.3966666667 9.4816666667, -2.3966666667 9.4783333333, -2.3991666667 9.4783333333))"
1469/2001,1469/2001,Rank Mining Company Limited,Mining Lease,GH,Active License,2001-06-13,2031-06-12,"Gold Ore,Gold","POLYGON ((-2.3472222222 7.0833333333, -2.2913888889 7.0833333333, -2.293055555555 7.0716666667, -2.3 7.0716666667, -2.3 7.0447222222, -2.3222222222 7.0447222222, -2.3222222222 7.0311111111, -2.3333333333 7.0311111111, -2.3333333333 7.0027777778, -2.3352777778 7, -2.3352777778 6.975, -2.3488888889 6.975, -2.3488888889 6.9388888889, -2.4166666667 6.9388888889, -2.4166666667 6.9708333333, -2.3875 6.9708333333, -2.3875 7, -2.3472222222 7, -2.3472222222 7.0833333333))"
QL2/545,QL2/545,Engineers & Planners Ghana Limited,Restricted Mining Lease >25 acres (National),GH,Active License,2021-07-23,2026-07-22,Granite,"POLYGON ((-1.8758333333 4.9716666667, -1.8725 4.9716666667, -1.8725 4.9708333333, -1.8708333333 4.9708333333, -1.8708333333 4.9675, -1.8716666667 4.9675, -1.8716666667 4.9666666667, -1.8733333333 4.9666666667, -1.8733333333 4.9675, -1.875 4.9675, -1.875 4.9666666667, -1.8791666667 4.9666666667, -1.8791666667 4.9675, -1.88 4.9675, -1.88 4.9683333333, -1.8791666667 4.9683333333, -1.8791666667 4.97, -1.8783333333 4.97, -1.8783333333 4.9708333333, -1.8758333333 4.9708333333, -1.8758333333 4.9716666667))"
